"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"02","1","C64","","11_50 a 54","7"
"02","1","C71","","03_10 a 14","1"
"02","1","C71","","09_40 a 44","2"
"02","1","C71","","12_55 a 59","5"
"02","1","C71","","13_60 a 64","8"
"02","1","C73","","16_75 a 79","1"
"02","1","C80","","09_40 a 44","3"
"02","1","C82","","15_70 a 74","1"
"02","1","C90","","17_80 y más","6"
"02","1","C91","","15_70 a 74","3"
"02","1","C92","","11_50 a 54","2"
"02","1","C92","","14_65 a 69","11"
"02","1","C92","","15_70 a 74","12"
"02","1","C93","","17_80 y más","1"
"02","1","C95","","13_60 a 64","1"
"02","1","C96","","17_80 y más","2"
"02","1","D02","","13_60 a 64","1"
"02","1","D38","","12_55 a 59","2"
"02","1","D38","","17_80 y más","7"
"02","1","D40","","13_60 a 64","1"
"02","1","D40","","16_75 a 79","3"
"02","1","D43","","03_10 a 14","1"
"02","1","D43","","11_50 a 54","2"
"02","1","D43","","13_60 a 64","1"
"02","1","D46","","13_60 a 64","2"
"02","1","D46","","16_75 a 79","4"
"02","1","D47","","14_65 a 69","2"
"02","1","D47","","17_80 y más","3"
"02","1","D61","","16_75 a 79","1"
"02","1","D68","","14_65 a 69","1"
"02","1","D68","","17_80 y más","3"
"02","1","E10","","15_70 a 74","3"
"02","1","E10","","17_80 y más","2"
"02","1","E66","","07_30 a 34","1"
"02","1","E83","","17_80 y más","1"
"02","1","E86","","15_70 a 74","1"
"02","1","E86","","17_80 y más","7"
"02","1","E87","","16_75 a 79","4"
"02","1","F03","","09_40 a 44","1"
"02","1","F03","","16_75 a 79","4"
"02","1","G00","","14_65 a 69","1"
"02","1","G03","","14_65 a 69","1"
"02","1","G04","","10_45 a 49","1"
"02","1","G12","","10_45 a 49","1"
"02","1","G31","","17_80 y más","4"
"02","1","G70","","13_60 a 64","1"
"02","1","G71","","01_Menor de 1 año","1"
"02","1","G93","","04_15 a 19","1"
"02","1","G93","","08_35 a 39","2"
"02","1","I08","","15_70 a 74","1"
"02","1","I10","","17_80 y más","11"
"02","1","I13","","17_80 y más","8"
"02","1","I21","","04_15 a 19","2"
"02","1","I22","","15_70 a 74","1"
"02","1","I26","","13_60 a 64","3"
"02","1","I27","","14_65 a 69","1"
"02","1","I28","","17_80 y más","1"
"02","1","I33","","13_60 a 64","1"
"02","1","I33","","14_65 a 69","3"
"02","1","I33","","15_70 a 74","2"
"02","1","I33","","16_75 a 79","9"
"02","1","I38","","17_80 y más","3"
"02","1","I44","","17_80 y más","10"
"02","1","I47","","08_35 a 39","1"
"02","1","I47","","10_45 a 49","3"
"02","1","I49","","07_30 a 34","1"
"02","1","I49","","09_40 a 44","1"
"02","1","I49","","16_75 a 79","23"
"02","1","I51","","12_55 a 59","1"
"02","1","I51","","17_80 y más","7"
"02","1","I60","","09_40 a 44","1"
"02","1","I60","","16_75 a 79","2"
"02","1","I62","","15_70 a 74","2"
"02","1","I63","","08_35 a 39","1"
"02","1","I63","","17_80 y más","17"
"02","1","I67","","12_55 a 59","5"
"02","1","A17","","08_35 a 39","1"
"02","1","A19","","06_25 a 29","1"
"02","1","A41","","16_75 a 79","59"
"02","1","A49","","14_65 a 69","1"
"02","1","A86","","04_15 a 19","1"
"02","1","B20","","10_45 a 49","3"
"02","1","B21","","09_40 a 44","2"
"02","1","B23","","10_45 a 49","4"
"02","1","B58","","10_45 a 49","1"
"02","1","C01","","14_65 a 69","1"
"02","1","C02","","14_65 a 69","2"
"02","1","C02","","16_75 a 79","1"
"02","1","C04","","11_50 a 54","1"
"02","1","C04","","12_55 a 59","2"
"02","1","C04","","17_80 y más","1"
"02","1","C08","","17_80 y más","2"
"02","1","C16","","08_35 a 39","2"
"02","1","C16","","10_45 a 49","4"
"02","1","C18","","06_25 a 29","1"
"02","1","C18","","09_40 a 44","7"
"02","1","C21","","13_60 a 64","1"
"02","1","C21","","15_70 a 74","1"
"02","1","C22","","06_25 a 29","1"
"02","1","C22","","13_60 a 64","7"
"02","1","C22","","14_65 a 69","13"
"02","1","C22","","15_70 a 74","14"
"02","1","C22","","16_75 a 79","17"
"02","1","C25","","11_50 a 54","10"
"02","1","C25","","12_55 a 59","19"
"02","1","C25","","17_80 y más","45"
"02","1","C32","","11_50 a 54","1"
"02","1","C32","","13_60 a 64","8"
"02","1","C32","","15_70 a 74","5"
"02","1","C38","","04_15 a 19","1"
"02","1","C41","","16_75 a 79","1"
"02","1","C43","","05_20 a 24","1"
"02","1","C43","","10_45 a 49","1"
"02","1","C44","","12_55 a 59","2"
"02","1","C44","","17_80 y más","15"
"02","1","C45","","17_80 y más","4"
"02","1","C48","","09_40 a 44","1"
"02","1","C48","","12_55 a 59","1"
"02","1","C48","","17_80 y más","2"
"02","1","C49","","08_35 a 39","2"
"02","1","C50","","16_75 a 79","1"
"02","1","C61","","11_50 a 54","3"
"02","1","C62","","13_60 a 64","1"
"02","1","C64","","08_35 a 39","1"
"02","1","C68","","12_55 a 59","1"
"02","1","C71","","11_50 a 54","4"
"02","1","C71","","14_65 a 69","6"
"02","1","C73","","17_80 y más","2"
"02","1","C76","","05_20 a 24","1"
"02","1","C76","","10_45 a 49","1"
"02","1","C80","","06_25 a 29","3"
"02","1","C80","","12_55 a 59","6"
"02","1","C80","","14_65 a 69","17"
"02","1","C80","","17_80 y más","45"
"02","1","C83","","11_50 a 54","3"
"02","1","C83","","13_60 a 64","3"
"02","1","C83","","14_65 a 69","5"
"02","1","C83","","15_70 a 74","1"
"02","1","C86","","17_80 y más","1"
"02","1","C90","","16_75 a 79","5"
"02","1","C91","","03_10 a 14","4"
"02","1","C91","","08_35 a 39","1"
"02","1","C92","","06_25 a 29","1"
"02","1","C92","","08_35 a 39","1"
"02","1","C92","","13_60 a 64","3"
"02","1","C93","","14_65 a 69","1"
"02","1","C95","","15_70 a 74","3"
"02","1","D03","","09_40 a 44","1"
"02","1","D35","","14_65 a 69","1"
"02","1","D38","","13_60 a 64","3"
"02","1","D38","","14_65 a 69","6"
"02","1","D38","","15_70 a 74","6"
"02","1","D38","","16_75 a 79","3"
"02","1","D40","","17_80 y más","1"
"02","1","D41","","11_50 a 54","2"
"02","1","D43","","01_Menor de 1 año","1"
"02","1","D43","","12_55 a 59","1"
"02","1","D43","","17_80 y más","3"
"02","1","D45","","10_45 a 49","1"
"02","1","D46","","14_65 a 69","5"
"02","1","D46","","17_80 y más","13"
"02","1","D47","","13_60 a 64","1"
"02","1","D47","","16_75 a 79","1"
"02","1","D61","","12_55 a 59","1"
"02","1","D64","","17_80 y más","10"
"02","1","D65","","16_75 a 79","2"
"02","1","D75","","05_20 a 24","1"
"02","1","E10","","08_35 a 39","1"
