PROVRES;SEXO;CAUSA;MAT;GRUPEDAD;CUENTA
18;2;C55;NULL;16_75 a 79;3
26;1;K70;NULL;11_50 a 54;3
14;2;C54;NULL;12_55 a 59;3
66;2;J84;NULL;15_70 a 74;4
38;2;P02;NULL;01_Menor de 1 año;1
50;1;C17;NULL;14_65 a 69;2
66;1;I62;NULL;13_60 a 64;1
82;1;C71;NULL;16_75 a 79;1
86;2;I25;NULL;15_70 a 74;3
14;1;C20;NULL;15_70 a 74;9
14;1;N49;NULL;13_60 a 64;1
42;1;I35;NULL;16_75 a 79;2
26;2;D68;NULL;17_80 y más;1
30;1;I25;NULL;14_65 a 69;10
58;1;C14;NULL;11_50 a 54;1
14;1;N19;NULL;02_1 a 9;1
66;1;C23;NULL;15_70 a 74;2
18;2;E11;NULL;15_70 a 74;5
62;1;N18;NULL;17_80 y más;10
74;1;I63;NULL;16_75 a 79;1
14;2;A49;NULL;17_80 y más;1
30;1;X70;NULL;07_30 a 34;12
66;2;I64;NULL;17_80 y más;58
18;2;M32;NULL;06_25 a 29;1
10;2;C16;NULL;08_35 a 39;1
58;2;C45;NULL;16_75 a 79;1
14;1;K35;NULL;02_1 a 9;1
02;2;D35;NULL;10_45 a 49;1
14;1;K63;NULL;07_30 a 34;2
66;1;J45;NULL;17_80 y más;3
06;2;J20;NULL;17_80 y más;3
62;2;D59;NULL;02_1 a 9;1
02;1;K81;NULL;15_70 a 74;2
46;1;R99;NULL;02_1 a 9;2
86;1;I89;NULL;05_20 a 24;1
02;1;C38;NULL;15_70 a 74;1
82;1;K72;NULL;08_35 a 39;1
70;1;I69;NULL;15_70 a 74;6
06;1;I50;NULL;99_Sin especificar;51
22;2;V23;NULL;09_40 a 44;1
14;1;B22;NULL;14_65 a 69;1
50;1;D46;NULL;10_45 a 49;1
26;1;C85;NULL;04_15 a 19;1
38;2;C25;NULL;15_70 a 74;4
50;1;I51;NULL;17_80 y más;8
50;2;C55;NULL;10_45 a 49;3
38;1;P02;NULL;01_Menor de 1 año;1
38;1;I50;NULL;09_40 a 44;2
42;1;K55;NULL;16_75 a 79;1
50;1;I10;NULL;10_45 a 49;2
62;2;D38;NULL;14_65 a 69;1
82;1;C03;NULL;14_65 a 69;1
10;1;I50;NULL;14_65 a 69;4
02;2;I42;NULL;15_70 a 74;90
10;1;C92;NULL;14_65 a 69;1
42;1;G62;NULL;12_55 a 59;1
90;1;I60;NULL;14_65 a 69;2
22;2;C18;NULL;07_30 a 34;1
78;2;N18;NULL;17_80 y más;4
14;1;E10;NULL;10_45 a 49;2
14;2;I60;NULL;16_75 a 79;4
46;2;W87;NULL;02_1 a 9;1
50;1;X00;NULL;05_20 a 24;1
54;2;C16;NULL;13_60 a 64;1
02;1;C32;NULL;10_45 a 49;2
14;2;I50;NULL;15_70 a 74;86
82;1;D37;NULL;14_65 a 69;3
18;2;G04;NULL;06_25 a 29;1
58;1;I71;NULL;17_80 y más;4
30;2;I60;NULL;15_70 a 74;1
26;2;C43;NULL;11_50 a 54;2
34;2;K65;NULL;04_15 a 19;1
18;2;I10;NULL;13_60 a 64;2
02;2;Y34;NULL;15_70 a 74;1
42;1;J18;NULL;09_40 a 44;1
70;1;V24;NULL;06_25 a 29;2
18;2;K90;NULL;11_50 a 54;1
50;1;K65;NULL;16_75 a 79;1
70;1;P22;NULL;01_Menor de 1 año;2
06;1;I61;NULL;11_50 a 54;55
50;2;C53;NULL;11_50 a 54;10
82;2;X70;NULL;17_80 y más;1
99;1;I21;NULL;16_75 a 79;1
26;1;I50;NULL;07_30 a 34;1
66;1;J96;NULL;10_45 a 49;6
66;1;J44;NULL;15_70 a 74;21
66;2;R68;NULL;15_70 a 74;4
22;2;K90;NULL;09_40 a 44;1
34;1;R99;NULL;14_65 a 69;13
82;2;I49;NULL;11_50 a 54;5
54;2;C43;NULL;13_60 a 64;1
50;2;I34;NULL;17_80 y más;4
70;2;I47;NULL;12_55 a 59;3
70;1;N49;NULL;17_80 y más;1
70;1;J44;NULL;12_55 a 59;2
02;1;I11;NULL;13_60 a 64;3
22;1;D41;NULL;16_75 a 79;1
90;2;J98;NULL;17_80 y más;111
06;2;E78;NULL;15_70 a 74;1
62;2;J22;NULL;17_80 y más;1
06;2;R99;NULL;11_50 a 54;41
99;9;Y34;NULL;12_55 a 59;1
99;1;I60;NULL;12_55 a 59;1
14;1;K59;NULL;17_80 y más;1
34;2;C56;NULL;14_65 a 69;1
66;2;B00;NULL;15_70 a 74;1
06;1;B00;NULL;16_75 a 79;1
30;1;J96;NULL;10_45 a 49;2
46;1;I47;NULL;08_35 a 39;1
22;1;B90;NULL;14_65 a 69;1
22;1;D37;NULL;15_70 a 74;2
62;1;E11;NULL;14_65 a 69;4
66;2;J84;NULL;17_80 y más;13
66;1;V22;NULL;09_40 a 44;1
78;1;C34;NULL;10_45 a 49;1
06;1;I11;NULL;17_80 y más;427
14;1;G91;NULL;17_80 y más;1
50;2;J44;NULL;12_55 a 59;4
06;2;C49;NULL;10_45 a 49;3
26;2;J69;NULL;02_1 a 9;1
30;2;K83;NULL;10_45 a 49;1
50;1;V03;NULL;12_55 a 59;1
10;1;V04;NULL;14_65 a 69;1
02;1;C67;NULL;16_75 a 79;14
06;1;G62;NULL;17_80 y más;1
62;1;I64;NULL;13_60 a 64;5
02;1;G93;NULL;01_Menor de 1 año;1
06;2;K65;NULL;13_60 a 64;43
50;2;I61;NULL;13_60 a 64;8
62;1;C81;NULL;12_55 a 59;1
58;1;K81;NULL;17_80 y más;2
14;1;W34;NULL;15_70 a 74;1
46;2;N18;NULL;11_50 a 54;2
18;2;X70;NULL;15_70 a 74;1
30;2;C95;NULL;14_65 a 69;1
06;1;K42;NULL;15_70 a 74;1
06;1;C92;NULL;04_15 a 19;2
02;2;G58;NULL;17_80 y más;1
26;2;R02;NULL;17_80 y más;1
54;2;E10;NULL;17_80 y más;3
58;1;B67;NULL;16_75 a 79;1
70;2;N39;NULL;17_80 y más;20
50;1;D38;NULL;13_60 a 64;1
06;2;C90;NULL;14_65 a 69;14
30;1;K85;NULL;10_45 a 49;1
10;2;C41;NULL;15_70 a 74;1
70;1;I67;NULL;15_70 a 74;7
70;1;I35;NULL;17_80 y más;7
38;2;C53;NULL;14_65 a 69;1
50;2;E11;NULL;15_70 a 74;14
50;1;G40;NULL;07_30 a 34;1
66;1;E14;NULL;15_70 a 74;17
54;1;P24;NULL;01_Menor de 1 año;1
06;1;E46;NULL;14_65 a 69;8
66;1;X74;NULL;09_40 a 44;1
10;1;I10;NULL;12_55 a 59;4
58;1;X74;NULL;15_70 a 74;1
74;2;D61;NULL;15_70 a 74;1
18;1;C80;NULL;14_65 a 69;5
70;2;I12;NULL;15_70 a 74;3
06;2;G40;NULL;07_30 a 34;4
50;2;E14;NULL;11_50 a 54;4
78;2;P07;NULL;01_Menor de 1 año;3
06;2;W79;NULL;02_1 a 9;1
82;1;C80;NULL;08_35 a 39;1
10;2;Y83;NULL;13_60 a 64;1
02;2;B99;NULL;17_80 y más;3
30;1;K65;NULL;07_30 a 34;1
46;2;J18;NULL;11_50 a 54;3
06;2;V89;NULL;02_1 a 9;4
22;2;C67;NULL;17_80 y más;1
74;1;I61;NULL;11_50 a 54;6
06;2;C02;NULL;12_55 a 59;1
10;1;U07;NULL;07_30 a 34;4
78;1;I21;NULL;09_40 a 44;2
90;2;N18;NULL;17_80 y más;12
58;1;W31;NULL;10_45 a 49;1
42;1;C26;NULL;16_75 a 79;1
38;1;C25;NULL;17_80 y más;2
62;2;G30;NULL;15_70 a 74;3
06;1;Y31;NULL;07_30 a 34;6
02;2;K81;NULL;15_70 a 74;2
30;1;R68;NULL;15_70 a 74;19
34;1;J18;NULL;08_35 a 39;4
26;1;C22;NULL;12_55 a 59;3
38;2;V40;NULL;10_45 a 49;1
94;1;R40;NULL;15_70 a 74;1
02;1;A09;NULL;13_60 a 64;1
38;1;G93;NULL;04_15 a 19;1
06;2;O88;M;07_30 a 34;1
06;1;J42;NULL;13_60 a 64;1
34;1;C32;NULL;17_80 y más;1
30;1;J85;NULL;13_60 a 64;1
70;1;I61;NULL;17_80 y más;8
02;1;Y28;NULL;06_25 a 29;5
86;2;A09;NULL;12_55 a 59;1
66;2;B87;NULL;17_80 y más;1
02;2;X59;NULL;12_55 a 59;5
22;1;C32;NULL;17_80 y más;1
82;2;R96;NULL;08_35 a 39;3
34;1;A41;NULL;11_50 a 54;3
62;1;C92;NULL;15_70 a 74;1
26;1;Q22;NULL;01_Menor de 1 año;1
58;2;W19;NULL;17_80 y más;2
46;2;C50;NULL;16_75 a 79;7
62;1;I24;NULL;17_80 y más;1
78;2;C34;NULL;10_45 a 49;1
18;2;I64;NULL;12_55 a 59;5
06;1;I82;NULL;10_45 a 49;1
06;1;G30;NULL;99_Sin especificar;1
06;1;E78;NULL;15_70 a 74;3
50;2;I21;NULL;17_80 y más;218
70;1;Y24;NULL;13_60 a 64;1
70;2;I35;NULL;17_80 y más;2
06;1;C34;NULL;07_30 a 34;7
06;1;X09;NULL;99_Sin especificar;3
42;2;C95;NULL;10_45 a 49;1
82;2;K55;NULL;15_70 a 74;2
06;1;C65;NULL;11_50 a 54;1
22;2;E14;NULL;14_65 a 69;21
50;2;M06;NULL;15_70 a 74;2
74;1;I60;NULL;11_50 a 54;2
66;1;C62;NULL;09_40 a 44;1
06;2;O96;T;06_25 a 29;7
22;1;I48;NULL;11_50 a 54;1
30;2;C24;NULL;11_50 a 54;1
62;2;N19;NULL;12_55 a 59;1
06;2;K25;NULL;16_75 a 79;4
58;1;I61;NULL;15_70 a 74;4
26;1;A15;NULL;16_75 a 79;1
14;1;K75;NULL;11_50 a 54;1
50;1;D46;NULL;17_80 y más;1
99;2;L89;NULL;99_Sin especificar;1
06;9;G40;NULL;12_55 a 59;1
26;2;I10;NULL;12_55 a 59;1
14;2;A49;NULL;10_45 a 49;1
82;1;W83;NULL;06_25 a 29;1
82;2;D43;NULL;15_70 a 74;5
99;9;V89;NULL;08_35 a 39;1
14;2;C23;NULL;14_65 a 69;5
78;1;J44;NULL;13_60 a 64;4
26;1;E11;NULL;13_60 a 64;3
62;2;J84;NULL;17_80 y más;3
54;1;Q33;NULL;01_Menor de 1 año;1
82;1;R58;NULL;04_15 a 19;2
14;2;G06;NULL;16_75 a 79;1
66;2;V22;NULL;14_65 a 69;1
06;1;K85;NULL;11_50 a 54;13
02;2;G41;NULL;14_65 a 69;2
22;1;R95;NULL;01_Menor de 1 año;3
10;2;E46;NULL;17_80 y más;4
10;2;I73;NULL;12_55 a 59;1
58;2;C50;NULL;15_70 a 74;6
06;1;I71;NULL;07_30 a 34;5
06;1;I35;NULL;16_75 a 79;35
02;1;B25;NULL;13_60 a 64;1
38;1;B24;NULL;09_40 a 44;1
90;1;K92;NULL;08_35 a 39;2
06;1;N17;NULL;10_45 a 49;8
06;2;C50;NULL;09_40 a 44;101
06;1;C50;NULL;11_50 a 54;5
06;2;C23;NULL;09_40 a 44;3
22;2;A16;NULL;05_20 a 24;3
82;2;C50;NULL;17_80 y más;128
34;1;Y24;NULL;06_25 a 29;1
86;2;P36;NULL;01_Menor de 1 año;3
06;1;G35;NULL;14_65 a 69;2
06;2;C22;NULL;08_35 a 39;1
82;1;C34;NULL;15_70 a 74;102
34;2;C48;NULL;14_65 a 69;1
50;1;J81;NULL;17_80 y más;20
58;2;I67;NULL;15_70 a 74;2
14;1;J69;NULL;15_70 a 74;13
14;2;J86;NULL;12_55 a 59;1
30;1;I45;NULL;16_75 a 79;1
66;1;V04;NULL;02_1 a 9;1
58;2;G30;NULL;17_80 y más;36
70;1;E11;NULL;13_60 a 64;1
46;2;C48;NULL;14_65 a 69;1
50;2;D48;NULL;13_60 a 64;2
82;2;J98;NULL;12_55 a 59;6
82;2;B37;NULL;17_80 y más;1
58;2;U07;NULL;09_40 a 44;18
06;1;V89;NULL;99_Sin especificar;10
78;1;J90;NULL;14_65 a 69;1
18;1;V89;NULL;09_40 a 44;3
90;2;Q77;NULL;01_Menor de 1 año;1
22;2;I38;NULL;09_40 a 44;1
30;2;K82;NULL;08_35 a 39;1
86;1;C14;NULL;09_40 a 44;1
58;1;I12;NULL;15_70 a 74;1
58;1;K22;NULL;17_80 y más;1
94;1;I35;NULL;11_50 a 54;1
66;1;J84;NULL;16_75 a 79;7
06;2;C44;NULL;17_80 y más;33
70;1;D75;NULL;14_65 a 69;1
99;2;J96;NULL;17_80 y más;1
18;1;J18;NULL;06_25 a 29;5
78;2;I21;NULL;14_65 a 69;3
70;1;I21;NULL;17_80 y más;48
06;2;J80;NULL;12_55 a 59;1
62;1;C22;NULL;12_55 a 59;2
90;2;X59;NULL;08_35 a 39;5
06;1;F32;NULL;13_60 a 64;1
02;1;Q90;NULL;03_10 a 14;1
34;1;I60;NULL;13_60 a 64;1
06;9;I61;NULL;17_80 y más;2
38;2;G04;NULL;16_75 a 79;1
50;2;E66;NULL;15_70 a 74;1
90;2;G11;NULL;13_60 a 64;1
70;2;E03;NULL;14_65 a 69;1
26;1;J96;NULL;12_55 a 59;1
50;1;K81;NULL;12_55 a 59;1
78;1;E10;NULL;07_30 a 34;1
42;1;C80;NULL;16_75 a 79;2
62;1;I69;NULL;15_70 a 74;3
66;1;W79;NULL;13_60 a 64;2
66;1;I71;NULL;13_60 a 64;1
86;1;I11;NULL;14_65 a 69;2
06;2;M16;NULL;17_80 y más;1
50;1;W84;NULL;08_35 a 39;1
58;1;Y89;NULL;16_75 a 79;1
70;1;I64;NULL;16_75 a 79;20
34;1;I50;NULL;08_35 a 39;1
06;1;I95;NULL;11_50 a 54;10
30;2;E11;NULL;09_40 a 44;1
34;2;D64;NULL;16_75 a 79;1
70;1;N28;NULL;09_40 a 44;1
30;1;W86;NULL;03_10 a 14;1
66;1;V29;NULL;04_15 a 19;1
90;1;X95;NULL;06_25 a 29;8
02;1;E11;NULL;13_60 a 64;3
06;1;G91;NULL;07_30 a 34;1
30;1;C72;NULL;13_60 a 64;1
62;2;C50;NULL;15_70 a 74;10
70;1;I21;NULL;10_45 a 49;4
14;2;Y26;NULL;11_50 a 54;1
82;2;K56;NULL;13_60 a 64;1
06;1;B45;NULL;06_25 a 29;1
22;1;K72;NULL;10_45 a 49;2
02;1;Y33;NULL;05_20 a 24;1
14;2;X59;NULL;09_40 a 44;1
38;1;F10;NULL;11_50 a 54;3
86;2;L02;NULL;15_70 a 74;1
62;1;K35;NULL;15_70 a 74;1
22;1;V48;NULL;08_35 a 39;1
34;2;C34;NULL;14_65 a 69;3
54;1;I26;NULL;09_40 a 44;1
74;2;C57;NULL;15_70 a 74;1
78;2;I67;NULL;12_55 a 59;1
82;2;C71;NULL;16_75 a 79;3
18;1;I31;NULL;16_75 a 79;1
14;1;C31;NULL;14_65 a 69;1
38;1;J18;NULL;15_70 a 74;48
50;1;U07;NULL;17_80 y más;497
06;2;G30;NULL;12_55 a 59;1
54;1;L21;NULL;14_65 a 69;1
58;2;R68;NULL;17_80 y más;1
38;2;B24;NULL;09_40 a 44;2
78;1;I21;NULL;14_65 a 69;8
22;1;C15;NULL;11_50 a 54;1
62;1;J22;NULL;17_80 y más;1
66;2;E66;NULL;12_55 a 59;1
58;2;I25;NULL;16_75 a 79;1
62;1;G80;NULL;07_30 a 34;1
62;1;X70;NULL;14_65 a 69;1
70;2;E11;NULL;15_70 a 74;5
06;2;L08;NULL;07_30 a 34;1
38;1;U07;NULL;09_40 a 44;22
86;2;C43;NULL;17_80 y más;2
38;2;O99;M;07_30 a 34;1
38;2;C21;NULL;16_75 a 79;1
82;2;X49;NULL;02_1 a 9;1
22;2;I47;NULL;10_45 a 49;2
22;1;C23;NULL;10_45 a 49;1
66;2;G30;NULL;15_70 a 74;3
70;2;C91;NULL;02_1 a 9;2
14;2;C50;NULL;06_25 a 29;1
74;1;V26;NULL;08_35 a 39;1
02;2;A04;NULL;17_80 y más;7
14;2;C34;NULL;10_45 a 49;2
14;2;I20;NULL;13_60 a 64;1
46;1;I51;NULL;17_80 y más;1
66;1;V53;NULL;06_25 a 29;1
14;2;C57;NULL;12_55 a 59;1
70;1;X70;NULL;17_80 y más;1
02;1;R53;NULL;17_80 y más;1
14;2;W84;NULL;09_40 a 44;1
82;2;K85;NULL;16_75 a 79;6
82;2;I05;NULL;15_70 a 74;1
86;1;D70;NULL;03_10 a 14;1
90;2;K75;NULL;13_60 a 64;1
38;1;R96;NULL;09_40 a 44;1
06;2;G98;NULL;17_80 y más;9
26;1;K92;NULL;13_60 a 64;1
66;2;A41;NULL;17_80 y más;47
06;2;K31;NULL;15_70 a 74;1
06;1;W10;NULL;13_60 a 64;1
14;1;V28;NULL;10_45 a 49;1
