"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"62","1","I33","","16_75 a 79","1"
"06","2","D53","","17_80 y más","14"
"70","2","J45","","05_20 a 24","1"
"62","2","I50","","17_80 y más","103"
"58","2","D69","","16_75 a 79","1"
"14","2","J45","","15_70 a 74","1"
"18","2","I48","","17_80 y más","4"
"58","1","C18","","10_45 a 49","1"
"14","2","C18","","13_60 a 64","36"
"06","1","C60","","99_Sin especificar","1"
"18","2","K92","","12_55 a 59","1"
"06","1","B20","","08_35 a 39","11"
"42","1","J44","","16_75 a 79","10"
"90","2","K71","","02_1 a 9","1"
"14","1","C64","","12_55 a 59","8"
"86","1","I47","","14_65 a 69","5"
"06","9","X84","","15_70 a 74","1"
"06","2","W84","","15_70 a 74","2"
"30","2","I60","","17_80 y más","3"
"22","2","N73","","17_80 y más","1"
"78","2","C53","","11_50 a 54","1"
"06","1","C91","","03_10 a 14","7"
"82","2","I25","","11_50 a 54","2"
"14","1","C43","","13_60 a 64","4"
"22","2","R96","","17_80 y más","70"
"02","2","Y34","","17_80 y más","9"
"90","2","I61","","07_30 a 34","1"
"58","1","C91","","12_55 a 59","1"
"90","2","M31","","08_35 a 39","1"
"54","2","E03","","11_50 a 54","1"
"18","1","G93","","07_30 a 34","1"
"18","1","K74","","11_50 a 54","8"
"06","2","D61","","12_55 a 59","1"
"02","2","I47","","09_40 a 44","3"
"06","2","L10","","10_45 a 49","1"
"66","2","O44","M","06_25 a 29","1"
"38","2","I12","","13_60 a 64","1"
"58","1","X00","","03_10 a 14","1"
"58","1","I10","","09_40 a 44","1"
"42","1","X09","","03_10 a 14","1"
"70","1","I63","","17_80 y más","1"
"82","2","P26","","01_Menor de 1 año","3"
"06","1","V05","","14_65 a 69","4"
"58","1","I46","","15_70 a 74","1"
"10","1","C71","","13_60 a 64","1"
"26","1","A41","","13_60 a 64","3"
"18","1","I70","","17_80 y más","2"
"06","2","W78","","13_60 a 64","1"
"66","1","I70","","14_65 a 69","1"
"34","2","C54","","11_50 a 54","1"
"10","2","P22","","01_Menor de 1 año","2"
"54","2","Q33","","01_Menor de 1 año","5"
"38","2","C16","","14_65 a 69","2"
"86","1","K74","","10_45 a 49","3"
"18","1","V89","","17_80 y más","1"
"54","1","K55","","17_80 y más","2"
"70","1","J98","","11_50 a 54","1"
"50","2","R98","","12_55 a 59","1"
"02","1","C71","","14_65 a 69","11"
"02","1","A41","","07_30 a 34","1"
"66","2","C23","","13_60 a 64","4"
"06","1","K11","","17_80 y más","1"
"38","1","W84","","05_20 a 24","1"
"30","2","I67","","13_60 a 64","1"
"30","2","C23","","15_70 a 74","1"
"14","1","K65","","17_80 y más","10"
"50","2","C20","","07_30 a 34","1"
"06","1","D15","","01_Menor de 1 año","2"
"90","1","J18","","14_65 a 69","23"
"50","1","C91","","10_45 a 49","1"
"30","2","Y34","","04_15 a 19","1"
"06","2","J69","","15_70 a 74","42"
"58","2","R99","","13_60 a 64","2"
"82","2","B19","","07_30 a 34","1"
"02","1","C18","","09_40 a 44","4"
"58","1","G31","","14_65 a 69","1"
"10","1","J98","","13_60 a 64","1"
"06","2","F32","","10_45 a 49","1"
"18","1","F10","","12_55 a 59","6"
"58","1","W80","","11_50 a 54","1"
"06","2","C70","","17_80 y más","2"
"82","1","V43","","10_45 a 49","1"
"02","2","Y69","","16_75 a 79","1"
"18","1","J96","","15_70 a 74","10"
"02","1","J90","","16_75 a 79","1"
"50","1","I61","","16_75 a 79","14"
"06","9","I49","","16_75 a 79","2"
"54","1","J96","","15_70 a 74","1"
"18","2","E78","","17_80 y más","2"
"82","1","D43","","10_45 a 49","3"
"02","2","C22","","17_80 y más","20"
"38","1","W13","","17_80 y más","1"
"50","1","D37","","17_80 y más","13"
"10","2","C25","","13_60 a 64","2"
"82","1","J86","","17_80 y más","1"
"22","1","M72","","11_50 a 54","1"
"86","2","O15","M","07_30 a 34","1"
"66","2","A16","","14_65 a 69","2"
"46","2","N18","","13_60 a 64","5"
"74","1","C85","","12_55 a 59","2"
"18","1","I64","","09_40 a 44","2"
"82","2","J69","","11_50 a 54","2"
"94","2","I49","","14_65 a 69","1"
"14","1","D16","","17_80 y más","1"
"50","1","E14","","15_70 a 74","17"
"54","1","I85","","13_60 a 64","1"
"86","1","D89","","10_45 a 49","1"
"62","2","Q02","","02_1 a 9","1"
"58","2","C50","","11_50 a 54","2"
"86","2","J80","","17_80 y más","1"
"86","2","V43","","15_70 a 74","1"
"74","2","I61","","15_70 a 74","4"
"06","1","X92","","14_65 a 69","1"
"30","1","G12","","12_55 a 59","1"
"06","2","K55","","07_30 a 34","1"
"62","1","C49","","10_45 a 49","1"
"82","1","P56","","01_Menor de 1 año","1"
"14","1","X94","","14_65 a 69","1"
"74","1","V44","","05_20 a 24","2"
"90","1","J98","","13_60 a 64","1"
"66","2","J22","","16_75 a 79","9"
"38","2","I51","","17_80 y más","5"
"26","1","I64","","17_80 y más","30"
"82","1","Y14","","07_30 a 34","1"
"06","2","Q07","","01_Menor de 1 año","1"
"06","2","D43","","01_Menor de 1 año","1"
"82","2","Y84","","17_80 y más","9"
"50","2","I42","","13_60 a 64","4"
"70","2","C67","","13_60 a 64","1"
"78","1","X47","","07_30 a 34","1"
"38","1","D61","","12_55 a 59","1"
"70","1","X99","","05_20 a 24","1"
"99","1","Y24","","07_30 a 34","2"
"14","2","I44","","16_75 a 79","4"
"06","1","G60","","15_70 a 74","1"
"02","2","I27","","09_40 a 44","1"
"82","2","C41","","13_60 a 64","1"
"54","2","K74","","14_65 a 69","3"
"06","9","I11","","13_60 a 64","1"
"10","2","I10","","10_45 a 49","1"
"62","1","V47","","06_25 a 29","1"
"34","1","K72","","11_50 a 54","1"
"62","2","O43","M","06_25 a 29","1"
"78","1","I49","","13_60 a 64","1"
"70","2","I05","","16_75 a 79","1"
"74","1","K74","","14_65 a 69","5"
"90","1","V44","","07_30 a 34","1"
"06","1","I51","","10_45 a 49","5"
"66","1","C64","","15_70 a 74","10"
"22","2","C20","","10_45 a 49","2"
"30","1","C64","","14_65 a 69","12"
"58","1","V58","","11_50 a 54","1"
"30","2","X16","","17_80 y más","1"
"06","2","Q21","","09_40 a 44","1"
"30","1","I49","","17_80 y más","5"
"54","2","I61","","12_55 a 59","6"
"90","2","E11","","14_65 a 69","3"
"54","1","V49","","02_1 a 9","1"
"54","2","L03","","15_70 a 74","1"
"70","1","E14","","09_40 a 44","1"
"54","1","K81","","14_65 a 69","1"
"50","1","K40","","14_65 a 69","1"
"26","2","C48","","14_65 a 69","1"
"06","1","V89","","02_1 a 9","3"
"50","1","D37","","10_45 a 49","1"
"78","1","J18","","06_25 a 29","1"
"90","2","C22","","11_50 a 54","4"
"54","2","J98","","14_65 a 69","4"
"86","1","B57","","13_60 a 64","5"
"06","2","E87","","12_55 a 59","1"
"06","1","J69","","15_70 a 74","65"
"06","1","L89","","16_75 a 79","18"
"86","1","V29","","05_20 a 24","1"
"18","2","C34","","17_80 y más","5"
"34","1","C41","","15_70 a 74","1"
"06","2","A41","","16_75 a 79","339"
"02","1","C61","","16_75 a 79","63"
"74","1","K25","","13_60 a 64","2"
"38","1","I42","","14_65 a 69","1"
"82","2","V28","","08_35 a 39","1"
"90","2","G35","","09_40 a 44","1"
"38","2","C43","","16_75 a 79","1"
"50","1","C92","","13_60 a 64","2"
"90","2","C80","","14_65 a 69","8"
"50","1","I35","","11_50 a 54","2"
"06","2","R09","","11_50 a 54","1"
"78","1","J22","","11_50 a 54","1"
"06","1","C00","","09_40 a 44","1"
"62","1","V43","","05_20 a 24","2"
"26","1","I49","","15_70 a 74","2"
"82","2","P55","","01_Menor de 1 año","1"
"06","1","Y28","","17_80 y más","2"
"82","2","K74","","11_50 a 54","7"
"02","2","Q21","","15_70 a 74","2"
"02","1","M86","","17_80 y más","3"
"06","1","R96","","15_70 a 74","19"
"62","2","C67","","17_80 y más","3"
"46","2","I51","","17_80 y más","1"
"18","2","C24","","16_75 a 79","1"
"30","1","C24","","12_55 a 59","1"
"82","2","J84","","16_75 a 79","5"
"18","1","B57","","17_80 y más","1"
"82","1","J15","","09_40 a 44","3"
"14","2","M06","","10_45 a 49","2"
"14","2","M16","","17_80 y más","1"
"90","1","E14","","17_80 y más","34"
"62","1","J69","","17_80 y más","4"
"22","1","C25","","11_50 a 54","4"
"30","2","C73","","15_70 a 74","1"
"30","1","L08","","07_30 a 34","1"
"66","1","B20","","09_40 a 44","4"
"02","2","P27","","01_Menor de 1 año","2"
"94","1","I85","","15_70 a 74","1"
"06","2","X47","","04_15 a 19","2"
"06","2","C46","","15_70 a 74","1"
"06","1","Y09","","14_65 a 69","6"
"42","1","J44","","12_55 a 59","4"
"26","1","K81","","08_35 a 39","1"
"22","1","Y00","","06_25 a 29","1"
"78","1","I42","","12_55 a 59","1"
"06","2","X59","","11_50 a 54","2"
"62","1","I49","","07_30 a 34","1"
"82","1","C71","","16_75 a 79","5"
"99","2","C53","","07_30 a 34","2"
"02","2","X59","","16_75 a 79","11"
"14","2","C49","","07_30 a 34","1"
"02","1","J69","","12_55 a 59","2"
"06","1","Y34","","12_55 a 59","57"
"70","1","W70","","02_1 a 9","1"
"22","1","V82","","11_50 a 54","1"
"54","2","N18","","08_35 a 39","1"
"86","2","R96","","14_65 a 69","1"
"06","2","I60","","15_70 a 74","29"
"30","2","M32","","15_70 a 74","1"
"90","1","J18","","06_25 a 29","1"
"54","2","J15","","12_55 a 59","1"
"70","1","I50","","11_50 a 54","1"
"38","2","C25","","15_70 a 74","4"
"99","2","A41","","17_80 y más","1"
"58","2","C16","","13_60 a 64","3"
"34","1","Q27","","05_20 a 24","1"
"30","2","P20","","01_Menor de 1 año","1"
"50","2","M05","","14_65 a 69","2"
"82","2","W17","","05_20 a 24","1"
"46","1","W74","","06_25 a 29","1"
"86","1","X74","","13_60 a 64","1"
"50","1","V58","","09_40 a 44","1"
"94","1","I67","","12_55 a 59","1"
"06","1","Y28","","08_35 a 39","5"
"34","1","D38","","12_55 a 59","1"
"02","1","E85","","15_70 a 74","1"
"02","1","B37","","08_35 a 39","1"
"54","2","V44","","14_65 a 69","2"
"22","2","M32","","12_55 a 59","2"
"06","2","N28","","05_20 a 24","1"
"14","1","P57","","01_Menor de 1 año","1"
"58","1","C25","","15_70 a 74","2"
"34","2","K80","","11_50 a 54","1"
"58","2","V23","","05_20 a 24","1"
"62","2","C16","","07_30 a 34","1"
"66","2","C22","","13_60 a 64","2"
"99","1","J98","","01_Menor de 1 año","1"
"14","2","I60","","16_75 a 79","2"
"50","1","R68","","14_65 a 69","3"
"82","1","D37","","14_65 a 69","7"
"14","1","V43","","04_15 a 19","3"
"14","2","I50","","15_70 a 74","63"
"06","1","J81","","12_55 a 59","43"
"06","2","I26","","15_70 a 74","34"
"58","1","I71","","17_80 y más","1"
"06","1","N14","","12_55 a 59","1"
"90","2","B44","","14_65 a 69","1"
"06","1","I12","","16_75 a 79","8"
"06","2","J67","","16_75 a 79","1"
"54","2","C53","","05_20 a 24","1"
"02","2","K80","","16_75 a 79","1"
"66","1","X59","","03_10 a 14","1"
"38","1","C25","","10_45 a 49","2"
"82","1","I38","","11_50 a 54","1"
"06","9","I60","","10_45 a 49","1"
"54","1","I33","","02_1 a 9","2"
"90","1","Q24","","14_65 a 69","1"
"10","1","I61","","17_80 y más","2"
"06","2","C48","","02_1 a 9","1"
"02","1","I71","","13_60 a 64","14"
"66","1","J44","","15_70 a 74","21"
"78","1","C16","","13_60 a 64","1"
"22","1","X74","","17_80 y más","1"
"06","1","Q01","","01_Menor de 1 año","3"
"50","1","Q89","","01_Menor de 1 año","6"
"82","2","D69","","15_70 a 74","1"
"90","1","C18","","06_25 a 29","1"
"46","1","C22","","12_55 a 59","1"
"54","1","G82","","12_55 a 59","1"
"66","2","W84","","13_60 a 64","1"
"14","1","E14","","09_40 a 44","2"
"38","2","L08","","10_45 a 49","1"
"06","1","I51","","99_Sin especificar","9"
"26","2","E14","","11_50 a 54","2"
"54","2","M72","","12_55 a 59","1"
"26","2","C24","","15_70 a 74","1"
"54","2","K85","","06_25 a 29","2"
"50","2","I34","","17_80 y más","2"
"14","1","Y18","","12_55 a 59","1"
"22","1","R99","","01_Menor de 1 año","1"
"82","2","A49","","17_80 y más","12"
"14","1","C50","","14_65 a 69","1"
"30","1","I35","","14_65 a 69","1"
"02","2","C90","","15_70 a 74","8"
"54","2","C50","","12_55 a 59","11"
"62","1","E11","","14_65 a 69","1"
"54","1","G03","","06_25 a 29","1"
"66","2","J84","","17_80 y más","14"
"14","1","J18","","03_10 a 14","2"
"02","1","K72","","12_55 a 59","5"
"22","1","Q60","","01_Menor de 1 año","1"
"38","1","X70","","03_10 a 14","2"
"86","2","X99","","17_80 y más","1"
"06","2","I27","","03_10 a 14","1"
"02","1","B18","","12_55 a 59","1"
"58","1","K81","","17_80 y más","1"
"06","1","K46","","15_70 a 74","2"
"66","2","B24","","10_45 a 49","1"
"50","2","V44","","10_45 a 49","3"
"58","1","G80","","01_Menor de 1 año","1"
"90","1","C73","","17_80 y más","1"
"94","1","I25","","16_75 a 79","2"
"82","1","I62","","10_45 a 49","3"
"82","1","X59","","15_70 a 74","5"
"42","1","B88","","11_50 a 54","1"
"06","2","C90","","14_65 a 69","15"
"06","2","D64","","10_45 a 49","2"
"06","2","V64","","15_70 a 74","1"
"34","2","V89","","15_70 a 74","1"
"66","2","I64","","14_65 a 69","14"
"66","1","I61","","11_50 a 54","5"
"18","1","A41","","11_50 a 54","3"
"86","1","J96","","12_55 a 59","3"
"06","1","C66","","16_75 a 79","1"
"86","1","C80","","09_40 a 44","1"
"14","1","G20","","17_80 y más","24"
"54","1","P24","","01_Menor de 1 año","2"
"94","2","C23","","15_70 a 74","1"
"42","2","C34","","09_40 a 44","1"
"02","1","F01","","14_65 a 69","2"
"66","1","X74","","09_40 a 44","2"
"18","1","C80","","14_65 a 69","7"
"42","2","C67","","17_80 y más","1"
"10","1","I10","","12_55 a 59","3"
"06","1","I25","","09_40 a 44","12"
"42","1","J81","","12_55 a 59","3"
"90","2","C64","","17_80 y más","3"
"50","2","E14","","11_50 a 54","4"
"66","1","C80","","14_65 a 69","1"
"30","1","G98","","11_50 a 54","1"
"06","2","R09","","06_25 a 29","1"
"30","1","J81","","16_75 a 79","1"
"42","2","I64","","07_30 a 34","1"
"54","2","B24","","07_30 a 34","4"
"46","2","J18","","11_50 a 54","2"
"50","1","G00","","02_1 a 9","1"
"06","1","G30","","08_35 a 39","1"
"30","1","D53","","17_80 y más","1"
"02","1","C18","","17_80 y más","108"
"18","2","R96","","10_45 a 49","2"
"06","2","V89","","02_1 a 9","2"
"50","2","K74","","13_60 a 64","6"
"82","1","R56","","13_60 a 64","1"
"78","1","I21","","09_40 a 44","2"
"14","2","J81","","14_65 a 69","10"
"66","1","D61","","05_20 a 24","1"
"14","2","V02","","12_55 a 59","1"
"30","1","R68","","15_70 a 74","13"
"06","2","C02","","16_75 a 79","4"
"18","1","I26","","17_80 y más","1"
"82","1","B18","","13_60 a 64","1"
"10","1","B45","","12_55 a 59","1"
"14","1","N19","","08_35 a 39","5"
"02","2","R16","","12_55 a 59","1"
"90","1","B20","","10_45 a 49","1"
"82","1","W10","","15_70 a 74","1"
"18","2","C20","","16_75 a 79","2"
"42","2","C18","","12_55 a 59","4"
"30","1","C16","","13_60 a 64","7"
"58","1","C45","","16_75 a 79","1"
"66","1","Q26","","01_Menor de 1 año","1"
"82","2","V23","","07_30 a 34","2"
"54","2","C56","","13_60 a 64","4"
"58","1","K70","","16_75 a 79","7"
"54","2","C72","","08_35 a 39","1"
"62","1","J43","","13_60 a 64","1"
"54","1","L98","","12_55 a 59","1"
"34","1","E14","","08_35 a 39","3"
"14","1","V06","","02_1 a 9","1"
"50","1","E10","","09_40 a 44","2"
"22","1","I63","","17_80 y más","2"
"66","1","C64","","10_45 a 49","1"
"66","2","R95","","01_Menor de 1 año","4"
"46","1","C61","","17_80 y más","12"
"74","2","I47","","09_40 a 44","1"
"50","1","V44","","10_45 a 49","1"
"14","2","P77","","01_Menor de 1 año","9"
"18","1","C18","","14_65 a 69","21"
"42","1","C48","","12_55 a 59","1"
"54","1","B24","","08_35 a 39","2"
"14","1","I26","","14_65 a 69","9"
"14","1","L08","","16_75 a 79","2"
"06","1","A41","","06_25 a 29","15"
"58","1","B20","","16_75 a 79","1"
"06","1","J42","","15_70 a 74","3"
"30","2","I21","","17_80 y más","68"
"30","2","R10","","14_65 a 69","1"
"98","1","B22","","10_45 a 49","1"
"14","1","N18","","15_70 a 74","20"
"06","2","B58","","01_Menor de 1 año","1"
"70","1","K76","","16_75 a 79","3"
"50","1","F10","","14_65 a 69","2"
"54","1","C73","","13_60 a 64","1"
"66","1","E43","","13_60 a 64","2"
"14","2","F32","","17_80 y más","1"
"38","1","I21","","15_70 a 74","11"
"38","1","A41","","08_35 a 39","5"
"18","2","Y21","","05_20 a 24","1"
"50","1","V03","","05_20 a 24","3"
"90","1","K86","","15_70 a 74","1"
"86","2","I60","","10_45 a 49","1"
"66","2","C95","","17_80 y más","2"
"62","2","D32","","14_65 a 69","1"
"58","1","C76","","14_65 a 69","1"
"34","1","J96","","15_70 a 74","2"
"06","1","I60","","15_70 a 74","14"
"46","1","J81","","16_75 a 79","3"
"10","1","I67","","10_45 a 49","1"
"38","2","A09","","10_45 a 49","1"
"02","1","K72","","16_75 a 79","6"
"14","1","D64","","13_60 a 64","1"
"82","2","D06","","14_65 a 69","1"
"18","1","C18","","12_55 a 59","6"
"54","2","X70","","14_65 a 69","1"
"02","1","C67","","12_55 a 59","4"
"54","1","K74","","14_65 a 69","5"
"30","1","D38","","16_75 a 79","1"
"94","1","X70","","07_30 a 34","1"
"46","1","C95","","17_80 y más","2"
"02","2","L89","","13_60 a 64","2"
"86","1","R96","","14_65 a 69","5"
"10","2","C67","","13_60 a 64","1"
"58","1","C64","","10_45 a 49","2"
"34","1","I64","","14_65 a 69","6"
"90","1","F17","","17_80 y más","3"
"50","2","B20","","07_30 a 34","1"
"50","1","I21","","17_80 y más","161"
"06","1","P02","","01_Menor de 1 año","8"
"06","2","J21","","01_Menor de 1 año","7"
"06","1","J44","","08_35 a 39","4"
"82","2","V43","","02_1 a 9","4"
"66","1","C44","","17_80 y más","3"
"06","2","I61","","11_50 a 54","31"
"78","2","J18","","16_75 a 79","11"
"10","1","I64","","15_70 a 74","5"
"66","2","J44","","17_80 y más","38"
"74","1","I27","","17_80 y más","4"
"14","1","I49","","06_25 a 29","1"
"66","2","W79","","17_80 y más","2"
"82","2","J40","","17_80 y más","6"
"22","2","J44","","02_1 a 9","1"
"46","1","Y34","","13_60 a 64","1"
"42","1","J98","","14_65 a 69","1"
"02","1","B23","","15_70 a 74","1"
"10","1","J93","","17_80 y más","1"
"50","2","C38","","16_75 a 79","1"
"70","2","R57","","17_80 y más","9"
"86","1","C41","","16_75 a 79","1"
"06","1","D47","","13_60 a 64","5"
"90","2","D64","","14_65 a 69","4"
"54","2","C50","","16_75 a 79","10"
"66","2","X70","","09_40 a 44","2"
"58","2","V47","","10_45 a 49","1"
"58","2","R95","","01_Menor de 1 año","1"
"38","1","I42","","15_70 a 74","3"
"30","1","K55","","13_60 a 64","2"
"38","2","X09","","07_30 a 34","1"
"90","2","C53","","17_80 y más","2"
"34","2","I51","","15_70 a 74","4"
"58","1","C19","","10_45 a 49","1"
"14","1","E88","","16_75 a 79","1"
"30","1","R99","","10_45 a 49","5"
"34","1","G95","","13_60 a 64","1"
"30","1","C22","","02_1 a 9","1"
"02","2","F06","","17_80 y más","2"
"14","1","I60","","06_25 a 29","1"
"06","1","X09","","02_1 a 9","5"
"50","2","V44","","08_35 a 39","1"
"94","2","I50","","17_80 y más","1"
"06","2","K55","","15_70 a 74","11"
"86","1","Q21","","13_60 a 64","1"
"58","2","C22","","11_50 a 54","1"
"10","1","V47","","06_25 a 29","1"
"70","2","D64","","13_60 a 64","1"
"82","2","P56","","01_Menor de 1 año","1"
"14","2","C92","","15_70 a 74","2"
"06","2","C71","","14_65 a 69","25"
"14","2","I82","","05_20 a 24","1"
"06","2","G20","","12_55 a 59","1"
"66","1","C22","","13_60 a 64","5"
"62","2","P02","","01_Menor de 1 año","1"
"06","2","O00","M","05_20 a 24","2"
"06","1","V29","","10_45 a 49","4"
"02","2","B23","","10_45 a 49","3"
"02","1","D18","","17_80 y más","1"
"06","1","Y34","","08_35 a 39","51"
"26","2","K92","","14_65 a 69","1"
"50","1","Y87","","08_35 a 39","1"
"50","1","W13","","17_80 y más","1"
"98","1","R99","","05_20 a 24","1"
"18","1","K70","","10_45 a 49","3"
"58","2","I44","","17_80 y más","1"
"22","2","K71","","14_65 a 69","1"
"54","2","N18","","12_55 a 59","2"
"74","1","J69","","16_75 a 79","1"
"54","1","Y00","","16_75 a 79","1"
"22","1","C62","","03_10 a 14","1"
"34","2","I10","","14_65 a 69","3"
"34","1","D41","","06_25 a 29","1"
"10","2","B94","","15_70 a 74","1"
"30","2","Q77","","01_Menor de 1 año","1"
"82","1","N19","","14_65 a 69","20"
"54","2","G81","","12_55 a 59","1"
"30","1","E16","","15_70 a 74","1"
"90","2","K29","","03_10 a 14","1"
"02","1","C84","","14_65 a 69","3"
"14","1","I44","","16_75 a 79","1"
"02","1","J44","","05_20 a 24","1"
"02","2","I71","","13_60 a 64","7"
"14","1","G61","","12_55 a 59","1"
"14","2","Y24","","12_55 a 59","1"
"22","2","K65","","17_80 y más","10"
"18","2","C25","","16_75 a 79","6"
"26","1","Y24","","07_30 a 34","1"
"74","2","C16","","16_75 a 79","1"
"06","1","E43","","04_15 a 19","1"
"06","1","C22","","04_15 a 19","2"
"06","1","I67","","13_60 a 64","52"
"18","2","I13","","14_65 a 69","1"
"90","1","C38","","16_75 a 79","1"
"78","1","B57","","15_70 a 74","1"
"66","2","Q90","","02_1 a 9","1"
"06","2","R55","","15_70 a 74","1"
"90","1","I60","","14_65 a 69","1"
"02","2","I42","","15_70 a 74","65"
"14","2","C57","","08_35 a 39","1"
"82","1","A81","","14_65 a 69","1"
"10","1","C15","","16_75 a 79","3"
"66","1","W78","","13_60 a 64","1"
"14","2","E43","","16_75 a 79","1"
"14","1","V22","","09_40 a 44","1"
"06","1","X59","","15_70 a 74","27"
"50","2","C57","","14_65 a 69","2"
"34","1","C64","","15_70 a 74","1"
"14","1","E10","","10_45 a 49","2"
"02","1","D84","","02_1 a 9","1"
"06","2","C23","","17_80 y más","22"
"30","2","I60","","15_70 a 74","1"
"50","1","H05","","02_1 a 9","1"
"74","2","I27","","04_15 a 19","1"
"50","2","C32","","17_80 y más","1"
"90","2","K74","","15_70 a 74","7"
"06","1","C41","","08_35 a 39","2"
"90","1","Y26","","13_60 a 64","1"
"14","1","A09","","15_70 a 74","1"
"18","1","R64","","17_80 y más","1"
"42","1","J18","","09_40 a 44","5"
"78","1","I49","","11_50 a 54","1"
"14","1","K74","","12_55 a 59","22"
"02","2","P96","","01_Menor de 1 año","3"
"98","2","C22","","17_80 y más","1"
"38","2","L08","","13_60 a 64","1"
"02","1","I45","","17_80 y más","2"
"18","1","I67","","09_40 a 44","1"
"42","1","Q89","","02_1 a 9","2"
"22","2","I50","","02_1 a 9","1"
"06","2","J81","","11_50 a 54","8"
"42","2","X70","","11_50 a 54","1"
"82","1","G04","","15_70 a 74","1"
"02","1","N13","","17_80 y más","1"
"14","1","D65","","13_60 a 64","1"
"50","2","G40","","17_80 y más","2"
"06","1","C04","","03_10 a 14","1"
"22","2","J45","","17_80 y más","1"
"14","2","K63","","14_65 a 69","2"
"06","1","C24","","16_75 a 79","27"
"02","2","D43","","16_75 a 79","2"
"70","1","J44","","12_55 a 59","2"
"02","1","I11","","13_60 a 64","4"
"02","1","C81","","12_55 a 59","1"
"66","1","Q87","","01_Menor de 1 año","1"
"90","2","K72","","09_40 a 44","2"
"06","2","D70","","06_25 a 29","1"
"62","2","Y17","","13_60 a 64","1"
"14","1","K85","","05_20 a 24","1"
"30","1","V03","","14_65 a 69","1"
"66","1","C24","","15_70 a 74","4"
"06","2","I33","","13_60 a 64","4"
"02","2","C38","","15_70 a 74","2"
"66","2","J96","","08_35 a 39","1"
"50","2","J44","","12_55 a 59","10"
"26","1","J18","","10_45 a 49","2"
"78","2","G41","","15_70 a 74","1"
"99","1","I49","","09_40 a 44","1"
"98","1","Y20","","07_30 a 34","1"
"90","2","I67","","13_60 a 64","5"
"50","1","V03","","12_55 a 59","2"
"66","1","I42","","14_65 a 69","8"
"14","2","C05","","16_75 a 79","1"
"38","1","G40","","04_15 a 19","1"
"22","2","Q23","","07_30 a 34","1"
"62","1","I64","","13_60 a 64","5"
"14","2","I73","","17_80 y más","4"
"02","1","G93","","01_Menor de 1 año","3"
"06","2","K65","","13_60 a 64","27"
"46","2","V49","","16_75 a 79","1"
"34","2","X92","","04_15 a 19","1"
