"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"18","1","C92","","17_80 y más","2"
"66","1","K92","","17_80 y más","9"
"82","2","D37","","13_60 a 64","5"
"06","2","C49","","10_45 a 49","4"
"06","1","C43","","14_65 a 69","18"
"82","2","K75","","13_60 a 64","1"
"06","2","I95","","06_25 a 29","1"
"10","2","R99","","13_60 a 64","3"
"26","2","J69","","02_1 a 9","1"
"10","2","D53","","14_65 a 69","1"
"02","1","C67","","16_75 a 79","19"
"02","2","K74","","17_80 y más","6"
"06","1","G62","","17_80 y más","2"
"06","1","W86","","07_30 a 34","1"
"82","1","N19","","12_55 a 59","7"
"50","2","I61","","13_60 a 64","6"
"62","2","C71","","17_80 y más","1"
"62","2","Y88","","08_35 a 39","1"
"58","1","F10","","17_80 y más","1"
"06","1","C25","","14_65 a 69","130"
"70","1","I24","","16_75 a 79","1"
"06","1","K42","","15_70 a 74","1"
"22","2","R99","","15_70 a 74","32"
"74","1","B20","","10_45 a 49","2"
"70","2","N39","","17_80 y más","26"
"06","1","G45","","17_80 y más","2"
"38","2","C53","","14_65 a 69","4"
"66","1","E14","","15_70 a 74","24"
"70","1","I67","","15_70 a 74","2"
"66","2","C07","","09_40 a 44","1"
"86","2","D84","","15_70 a 74","1"
"90","1","G12","","16_75 a 79","2"
"06","1","E46","","14_65 a 69","5"
"30","1","X74","","05_20 a 24","1"
"54","1","C95","","14_65 a 69","4"
"99","1","F03","","14_65 a 69","1"
"74","2","D61","","15_70 a 74","1"
"58","1","X74","","15_70 a 74","1"
"06","1","D43","","13_60 a 64","24"
"06","2","G40","","07_30 a 34","1"
"14","1","E14","","14_65 a 69","38"
"22","1","V89","","14_65 a 69","2"
"70","2","I12","","15_70 a 74","1"
"78","2","P07","","01_Menor de 1 año","2"
"58","1","C50","","15_70 a 74","1"
"02","2","B99","","17_80 y más","5"
"82","2","C55","","08_35 a 39","4"
"90","2","M72","","17_80 y más","1"
"18","1","C19","","13_60 a 64","1"
"22","1","C26","","13_60 a 64","1"
"74","1","I61","","11_50 a 54","1"
"70","2","K90","","13_60 a 64","1"
"06","2","C02","","12_55 a 59","2"
"90","2","N18","","17_80 y más","11"
"06","2","Q21","","06_25 a 29","1"
"74","2","E46","","17_80 y más","3"
"82","2","C24","","11_50 a 54","2"
"06","1","E87","","16_75 a 79","10"
"30","2","J81","","15_70 a 74","4"
"62","2","G30","","15_70 a 74","1"
"06","1","Y31","","07_30 a 34","4"
"06","1","C88","","16_75 a 79","1"
"34","1","J18","","08_35 a 39","2"
"26","1","C22","","12_55 a 59","1"
"86","1","P96","","01_Menor de 1 año","1"
"94","1","J18","","01_Menor de 1 año","1"
"02","2","I20","","16_75 a 79","1"
"06","1","Y09","","13_60 a 64","4"
"58","2","I70","","17_80 y más","1"
"82","2","E78","","17_80 y más","1"
"86","2","V43","","13_60 a 64","1"
"06","1","I25","","14_65 a 69","130"
"22","1","J12","","17_80 y más","1"
"02","1","J90","","16_75 a 79","4"
"18","1","J96","","15_70 a 74","11"
"94","2","I61","","11_50 a 54","1"
"50","1","I61","","16_75 a 79","19"
"50","1","Q64","","05_20 a 24","1"
"82","1","D43","","10_45 a 49","2"
"06","2","E87","","16_75 a 79","9"
"50","1","D37","","17_80 y más","14"
"82","1","J86","","17_80 y más","2"
"06","1","C41","","99_Sin especificar","1"
"74","1","C85","","12_55 a 59","2"
"82","1","W17","","12_55 a 59","1"
"30","2","I61","","11_50 a 54","2"
"62","1","G40","","14_65 a 69","1"
"82","2","J69","","11_50 a 54","4"
"90","2","R99","","03_10 a 14","1"
"06","2","C15","","15_70 a 74","31"
"50","1","E14","","15_70 a 74","29"
"58","2","C50","","11_50 a 54","1"
"82","1","C85","","15_70 a 74","17"
"82","1","C41","","11_50 a 54","2"
"82","1","L08","","10_45 a 49","1"
"02","1","C43","","04_15 a 19","1"
"54","2","N15","","07_30 a 34","1"
"62","2","E14","","13_60 a 64","3"
"74","2","M16","","17_80 y más","1"
"86","1","J90","","11_50 a 54","1"
"06","2","D70","","09_40 a 44","2"
"34","1","Y83","","08_35 a 39","1"
"38","2","I51","","17_80 y más","1"
"58","2","D59","","02_1 a 9","1"
"90","1","K85","","17_80 y más","2"
"06","2","R57","","08_35 a 39","3"
"58","1","C64","","17_80 y más","6"
"82","2","Y84","","17_80 y más","6"
"99","1","Y24","","07_30 a 34","4"
"58","1","V48","","04_15 a 19","3"
"54","1","J69","","16_75 a 79","1"
"62","2","V48","","15_70 a 74","1"
"06","2","J38","","10_45 a 49","1"
"06","2","L93","","07_30 a 34","2"
"26","1","I87","","17_80 y más","2"
"90","2","A16","","03_10 a 14","1"
"34","2","C25","","17_80 y más","3"
"38","2","K72","","09_40 a 44","1"
"46","1","I64","","12_55 a 59","2"
"46","1","C80","","14_65 a 69","3"
"46","1","E46","","14_65 a 69","1"
"78","1","I49","","13_60 a 64","4"
"30","1","A49","","13_60 a 64","2"
"06","2","I01","","15_70 a 74","1"
"06","2","J22","","01_Menor de 1 año","1"
"90","1","Y83","","15_70 a 74","3"
"06","1","J15","","17_80 y más","189"
"06","1","I51","","10_45 a 49","10"
"30","1","R98","","10_45 a 49","8"
"50","1","I74","","10_45 a 49","1"
"50","1","C76","","15_70 a 74","2"
"66","1","C64","","15_70 a 74","5"
"74","1","K74","","14_65 a 69","9"
"06","1","L02","","17_80 y más","1"
"30","1","C64","","14_65 a 69","6"
"30","1","I49","","17_80 y más","9"
"50","2","F09","","14_65 a 69","1"
"78","2","K74","","13_60 a 64","1"
"90","2","E11","","14_65 a 69","7"
"06","1","V89","","02_1 a 9","2"
"14","2","C71","","17_80 y más","21"
"66","1","K92","","15_70 a 74","6"
"54","2","I77","","15_70 a 74","1"
"54","2","J98","","14_65 a 69","4"
"06","2","E87","","12_55 a 59","2"
"14","1","Y26","","05_20 a 24","1"
"18","1","K65","","17_80 y más","1"
"26","2","L03","","17_80 y más","4"
"86","1","B57","","13_60 a 64","2"
"26","2","C57","","16_75 a 79","1"
"74","1","I67","","11_50 a 54","1"
"06","2","K44","","16_75 a 79","2"
"06","1","K40","","17_80 y más","5"
"06","2","C52","","11_50 a 54","1"
"34","2","L89","","10_45 a 49","1"
"66","1","V04","","09_40 a 44","1"
"90","1","N18","","17_80 y más","12"
"10","1","V27","","06_25 a 29","1"
"66","1","K26","","16_75 a 79","1"
"02","1","C61","","16_75 a 79","57"
"66","1","I10","","17_80 y más","14"
"86","1","G91","","15_70 a 74","1"
"06","2","L03","","14_65 a 69","1"
"22","1","J84","","14_65 a 69","2"
"82","1","I37","","17_80 y más","1"
"90","2","G35","","09_40 a 44","1"
"50","1","I35","","11_50 a 54","1"
"90","2","C80","","14_65 a 69","4"
"34","2","E14","","13_60 a 64","4"
"26","1","F03","","15_70 a 74","1"
"70","1","R57","","15_70 a 74","2"
"86","1","C16","","16_75 a 79","3"
"54","2","A41","","06_25 a 29","1"
"86","1","A89","","16_75 a 79","1"
"06","1","M45","","17_80 y más","1"
"50","2","X47","","14_65 a 69","1"
"74","1","C61","","14_65 a 69","2"
"82","2","E16","","15_70 a 74","3"
"26","2","C55","","09_40 a 44","2"
"46","2","I51","","17_80 y más","2"
"14","2","M16","","17_80 y más","1"
"26","1","N39","","10_45 a 49","1"
"74","1","V47","","11_50 a 54","1"
"82","1","J15","","09_40 a 44","1"
"22","1","C25","","11_50 a 54","4"
"34","1","C03","","16_75 a 79","1"
"46","1","N39","","13_60 a 64","1"
"58","1","C23","","17_80 y más","1"
"66","1","B20","","09_40 a 44","6"
"90","1","E14","","17_80 y más","36"
"02","2","P27","","01_Menor de 1 año","1"
"14","2","C54","","16_75 a 79","7"
"26","2","C18","","07_30 a 34","1"
"50","2","M31","","14_65 a 69","1"
"06","2","K92","","99_Sin especificar","5"
"06","1","Y09","","14_65 a 69","1"
"42","1","J44","","12_55 a 59","1"
"14","1","I09","","12_55 a 59","1"
"06","2","X70","","05_20 a 24","14"
"06","1","Y70","","05_20 a 24","1"
"78","1","I42","","12_55 a 59","2"
"99","1","A41","","17_80 y más","3"
"26","1","K70","","11_50 a 54","5"
"62","2","C76","","12_55 a 59","1"
"06","2","V48","","03_10 a 14","1"
"54","2","C18","","10_45 a 49","1"
"58","2","K85","","14_65 a 69","1"
"82","1","C71","","16_75 a 79","1"
"94","2","C16","","16_75 a 79","1"
"02","2","X59","","16_75 a 79","9"
"26","2","K75","","08_35 a 39","1"
"74","1","V54","","11_50 a 54","1"
"86","2","V24","","06_25 a 29","2"
"14","1","C20","","15_70 a 74","5"
"14","1","N49","","13_60 a 64","1"
"22","2","C26","","16_75 a 79","1"
"42","1","I35","","16_75 a 79","1"
"90","2","I69","","16_75 a 79","4"
"94","1","B22","","07_30 a 34","1"
"06","1","Y34","","12_55 a 59","61"
"06","2","E84","","03_10 a 14","1"
"54","2","N18","","08_35 a 39","1"
"86","2","R96","","14_65 a 69","1"
"06","2","I60","","15_70 a 74","20"
"06","1","C82","","06_25 a 29","2"
"02","1","L89","","13_60 a 64","2"
"18","2","E11","","15_70 a 74","8"
"02","2","Y28","","06_25 a 29","1"
"62","1","B45","","10_45 a 49","1"
"14","2","P77","","01_Menor de 1 año","6"
"06","1","V49","","15_70 a 74","6"
"50","1","C83","","17_80 y más","2"
"14","1","L08","","16_75 a 79","1"
"86","1","J64","","16_75 a 79","1"
"06","1","J42","","15_70 a 74","1"
"38","1","K71","","14_65 a 69","1"
"86","2","J15","","12_55 a 59","1"
"10","1","W70","","10_45 a 49","2"
"26","2","I64","","02_1 a 9","1"
"26","2","K92","","15_70 a 74","2"
"18","1","V49","","12_55 a 59","1"
"34","1","L89","","10_45 a 49","3"
"38","1","I21","","15_70 a 74","4"
"06","1","I60","","15_70 a 74","8"
"02","2","I72","","14_65 a 69","1"
"66","1","E46","","15_70 a 74","1"
"06","1","K90","","16_75 a 79","1"
"10","2","B57","","12_55 a 59","1"
"54","1","D64","","15_70 a 74","1"
"42","2","J81","","07_30 a 34","1"
"74","2","M86","","15_70 a 74","1"
"02","1","C67","","12_55 a 59","7"
"18","1","C18","","12_55 a 59","10"
"34","1","K70","","09_40 a 44","2"
"50","1","G40","","17_80 y más","2"
"82","2","A49","","15_70 a 74","2"
"02","2","L89","","13_60 a 64","2"
"99","2","I21","","16_75 a 79","3"
"30","1","Y04","","07_30 a 34","1"
"42","1","I71","","05_20 a 24","1"
"46","1","C95","","17_80 y más","1"
"54","1","K74","","14_65 a 69","5"
"66","1","V68","","12_55 a 59","1"
"94","1","X70","","07_30 a 34","1"
"02","2","A41","","14_65 a 69","26"
"46","1","I25","","15_70 a 74","1"
"62","1","V43","","09_40 a 44","2"
"86","1","R96","","14_65 a 69","2"
"02","2","J15","","11_50 a 54","2"
"34","1","I64","","14_65 a 69","11"
"26","1","X68","","11_50 a 54","1"
"50","2","M34","","15_70 a 74","1"
"50","1","I21","","17_80 y más","176"
"06","2","J21","","01_Menor de 1 año","8"
"86","2","C34","","08_35 a 39","3"
"06","2","I61","","11_50 a 54","32"
"38","1","W78","","10_45 a 49","1"
"66","2","J44","","17_80 y más","29"
"66","1","K27","","09_40 a 44","1"
"99","2","I49","","99_Sin especificar","2"
"50","1","I67","","16_75 a 79","23"
"66","1","M32","","14_65 a 69","1"
"82","2","C23","","12_55 a 59","1"
"30","1","J80","","09_40 a 44","1"
"82","2","J40","","17_80 y más","4"
"70","1","I25","","16_75 a 79","15"
"82","2","F03","","14_65 a 69","2"
"82","2","C73","","17_80 y más","3"
"82","1","V53","","06_25 a 29","1"
"02","1","B23","","15_70 a 74","1"
"50","1","I21","","15_70 a 74","80"
"42","1","J98","","14_65 a 69","1"
"50","2","C38","","16_75 a 79","3"
"90","1","F03","","11_50 a 54","1"
"02","2","G31","","17_80 y más","4"
"06","2","F50","","12_55 a 59","1"
"14","2","M06","","17_80 y más","4"
"70","2","R57","","17_80 y más","8"
"82","2","R02","","14_65 a 69","2"
"82","2","G03","","14_65 a 69","1"
"06","1","R99","","06_25 a 29","13"
"86","2","N19","","15_70 a 74","3"
"06","1","C18","","17_80 y más","337"
"99","2","X99","","09_40 a 44","1"
"34","2","C26","","14_65 a 69","1"
"66","2","X70","","09_40 a 44","2"
"90","2","D64","","14_65 a 69","1"
"02","1","I42","","15_70 a 74","119"
"30","2","C64","","16_75 a 79","3"
"82","2","O15","M","06_25 a 29","1"
"06","2","A49","","14_65 a 69","1"
"18","2","I11","","08_35 a 39","1"
"74","1","Q05","","05_20 a 24","1"
"74","2","J18","","09_40 a 44","2"
"86","1","V13","","15_70 a 74","2"
"38","2","X09","","07_30 a 34","1"
"34","2","I51","","15_70 a 74","1"
"58","1","C18","","08_35 a 39","2"
"90","2","C53","","17_80 y más","3"
"98","2","Y83","","12_55 a 59","1"
"70","2","D64","","15_70 a 74","2"
"14","2","N82","","17_80 y más","1"
"30","1","R99","","10_45 a 49","17"
"34","1","K76","","17_80 y más","1"
"02","1","A16","","06_25 a 29","2"
"06","1","X09","","02_1 a 9","3"
"66","1","M32","","09_40 a 44","1"
"90","2","V54","","07_30 a 34","1"
"18","1","F29","","05_20 a 24","1"
"54","2","I10","","09_40 a 44","3"
"74","2","I80","","11_50 a 54","1"
"34","1","V05","","06_25 a 29","1"
"78","1","C18","","09_40 a 44","2"
"06","2","C71","","14_65 a 69","25"
"14","1","I24","","10_45 a 49","1"
"70","1","A16","","17_80 y más","1"
"02","1","D48","","01_Menor de 1 año","1"
"66","1","C22","","13_60 a 64","6"
"06","2","G20","","12_55 a 59","1"
"98","1","J44","","17_80 y más","2"
"30","2","C20","","10_45 a 49","1"
"50","2","M34","","13_60 a 64","3"
"62","2","P02","","01_Menor de 1 año","1"
"06","2","I33","","07_30 a 34","1"
"06","9","X59","","16_75 a 79","2"
"10","1","R99","","13_60 a 64","3"
"90","1","C62","","10_45 a 49","2"
"62","1","E84","","02_1 a 9","1"
"74","1","I10","","13_60 a 64","2"
"78","2","N17","","16_75 a 79","1"
"99","1","V22","","09_40 a 44","1"
"54","2","N18","","12_55 a 59","5"
"22","1","E86","","17_80 y más","2"
"22","2","L10","","14_65 a 69","1"
"34","2","I10","","14_65 a 69","4"
"62","1","C62","","10_45 a 49","1"
"18","2","C64","","13_60 a 64","3"
"50","1","W17","","17_80 y más","1"
"82","1","D41","","14_65 a 69","3"
"90","2","C80","","09_40 a 44","1"
"06","1","M72","","15_70 a 74","1"
"38","1","R57","","04_15 a 19","1"
"66","1","J98","","06_25 a 29","1"
"90","1","K76","","10_45 a 49","2"
"06","1","Y20","","13_60 a 64","19"
"14","1","I25","","10_45 a 49","1"
"54","1","C20","","08_35 a 39","1"
"62","1","K83","","15_70 a 74","1"
"62","1","A16","","13_60 a 64","1"
"66","1","I63","","11_50 a 54","1"
"18","2","C25","","16_75 a 79","5"
"74","2","C16","","16_75 a 79","2"
"22","2","A16","","14_65 a 69","1"
"62","1","R98","","05_20 a 24","1"
"26","1","Q89","","01_Menor de 1 año","1"
"06","1","R09","","09_40 a 44","6"
"82","2","C18","","14_65 a 69","46"
"82","1","J85","","16_75 a 79","1"
"06","2","I35","","16_75 a 79","27"
"26","1","I63","","10_45 a 49","1"
"34","1","V29","","06_25 a 29","2"
"34","1","J81","","13_60 a 64","2"
"82","1","K26","","16_75 a 79","2"
"86","1","V24","","06_25 a 29","5"
"86","2","C90","","15_70 a 74","1"
"90","1","L95","","15_70 a 74","1"
"06","1","J18","","16_75 a 79","913"
"42","1","I47","","16_75 a 79","3"
"86","2","D89","","11_50 a 54","1"
"34","2","X08","","12_55 a 59","1"
"06","2","J84","","09_40 a 44","2"
"38","2","C25","","17_80 y más","5"
"54","1","C64","","15_70 a 74","7"
"58","1","I61","","11_50 a 54","2"
"82","1","A41","","17_80 y más","166"
"38","1","X59","","11_50 a 54","1"
"06","1","V47","","15_70 a 74","1"
"02","1","C41","","05_20 a 24","2"
"06","2","I67","","11_50 a 54","11"
"26","2","C53","","09_40 a 44","1"
"66","1","Y04","","05_20 a 24","1"
"02","1","I60","","16_75 a 79","1"
"22","1","J44","","10_45 a 49","1"
"38","1","E14","","14_65 a 69","6"
"82","1","I74","","17_80 y más","3"
"30","1","E84","","01_Menor de 1 año","1"
"54","1","J22","","02_1 a 9","1"
"14","1","M06","","17_80 y más","2"
"30","2","J69","","16_75 a 79","4"
"30","2","R96","","16_75 a 79","3"
"54","2","C95","","09_40 a 44","1"
"82","2","C90","","10_45 a 49","2"
"62","1","I10","","14_65 a 69","2"
"58","1","N19","","14_65 a 69","1"
"06","1","G93","","02_1 a 9","11"
"82","1","K65","","10_45 a 49","1"
"62","2","J44","","17_80 y más","23"
"66","2","K75","","14_65 a 69","1"
"90","2","Y83","","17_80 y más","8"
"82","2","V24","","03_10 a 14","1"
"18","9","C18","","15_70 a 74","2"
"30","2","M34","","09_40 a 44","1"
"42","2","D52","","17_80 y más","1"
"74","1","W36","","15_70 a 74","1"
"06","2","Y20","","13_60 a 64","1"
"02","1","K74","","99_Sin especificar","1"
"14","2","A41","","12_55 a 59","3"
"02","2","P36","","01_Menor de 1 año","5"
"02","2","C82","","17_80 y más","1"
"06","1","I01","","17_80 y más","1"
"06","2","D32","","16_75 a 79","4"
"50","2","E74","","11_50 a 54","1"
"02","2","C38","","17_80 y más","1"
"74","1","I64","","12_55 a 59","2"
"30","2","K29","","15_70 a 74","1"
"82","1","J98","","06_25 a 29","1"
"06","1","Q87","","08_35 a 39","1"
"18","1","K72","","03_10 a 14","1"
"30","1","X49","","02_1 a 9","1"
"54","1","C18","","10_45 a 49","3"
"66","2","K52","","15_70 a 74","1"
"82","2","D48","","13_60 a 64","2"
"34","1","Y83","","10_45 a 49","2"
"22","1","B57","","09_40 a 44","1"
"46","2","N39","","13_60 a 64","2"
"98","1","D33","","15_70 a 74","1"
"82","1","C08","","13_60 a 64","1"
"18","2","Q04","","01_Menor de 1 año","1"
"70","1","L97","","17_80 y más","1"
"82","2","E15","","17_80 y más","1"
"06","1","B23","","12_55 a 59","6"
"14","1","I50","","15_70 a 74","104"
"70","1","J45","","12_55 a 59","1"
"66","2","C43","","14_65 a 69","1"
"06","1","Y21","","10_45 a 49","1"
"34","1","D68","","16_75 a 79","1"
"18","1","I51","","05_20 a 24","1"
"54","1","G20","","17_80 y más","5"
"74","1","I21","","09_40 a 44","3"
"90","2","C76","","14_65 a 69","4"
"18","1","X70","","09_40 a 44","9"
"38","1","C25","","15_70 a 74","3"
"06","1","W79","","02_1 a 9","1"
"30","1","C34","","12_55 a 59","18"
"82","1","J80","","09_40 a 44","1"
"30","1","J96","","08_35 a 39","1"
"50","2","C55","","08_35 a 39","1"
"90","1","J84","","17_80 y más","9"
"02","2","C43","","08_35 a 39","1"
"06","9","Y34","","05_20 a 24","1"
"18","1","K65","","15_70 a 74","1"
"46","2","C64","","14_65 a 69","2"
"90","1","A81","","10_45 a 49","1"
"46","1","P02","","01_Menor de 1 año","2"
"82","1","I67","","14_65 a 69","24"
"18","1","F10","","16_75 a 79","1"
"90","1","C34","","08_35 a 39","1"
"66","2","V54","","12_55 a 59","1"
"70","2","I70","","15_70 a 74","1"
"02","1","X59","","06_25 a 29","9"
"18","2","I72","","14_65 a 69","1"
"38","1","L03","","13_60 a 64","1"
"34","2","C44","","10_45 a 49","1"
"50","2","V89","","15_70 a 74","1"
"54","2","D69","","05_20 a 24","1"
"02","1","J18","","13_60 a 64","57"
"02","2","W79","","16_75 a 79","2"
"54","1","K70","","12_55 a 59","2"
"02","2","C17","","14_65 a 69","1"
"06","2","R09","","17_80 y más","51"
"06","2","Q44","","16_75 a 79","1"
"82","1","N19","","08_35 a 39","1"
"18","1","W87","","06_25 a 29","2"
"70","1","X74","","11_50 a 54","1"
"10","1","G40","","11_50 a 54","1"
"18","2","X76","","10_45 a 49","1"
"02","1","C71","","03_10 a 14","2"
"06","9","E14","","11_50 a 54","1"
"10","1","D46","","15_70 a 74","1"
"58","1","C16","","13_60 a 64","2"
"82","1","I26","","13_60 a 64","7"
"30","2","J98","","01_Menor de 1 año","1"
"14","1","R99","","08_35 a 39","3"
"14","2","C90","","17_80 y más","6"
"14","1","V48","","13_60 a 64","1"
"38","1","C31","","10_45 a 49","1"
"30","1","R64","","15_70 a 74","1"
"02","2","R57","","10_45 a 49","1"
"06","1","C18","","99_Sin especificar","20"
"06","2","F20","","14_65 a 69","1"
"30","2","X59","","08_35 a 39","2"
"06","2","K72","","07_30 a 34","1"
"14","1","I64","","11_50 a 54","5"
"18","1","I25","","17_80 y más","7"
"34","1","V23","","14_65 a 69","1"
"70","1","I51","","14_65 a 69","3"
"70","1","R96","","14_65 a 69","1"
"82","2","K72","","14_65 a 69","3"
"62","2","R68","","17_80 y más","9"
"94","1","C25","","10_45 a 49","1"
"38","2","G04","","01_Menor de 1 año","1"
"02","1","C61","","12_55 a 59","6"
"18","1","X97","","09_40 a 44","1"
"34","1","C48","","14_65 a 69","1"
"34","2","I64","","14_65 a 69","2"
"86","1","X42","","05_20 a 24","1"
"14","1","M31","","10_45 a 49","1"
"86","1","G96","","14_65 a 69","1"
"06","2","Q39","","01_Menor de 1 año","5"
"14","2","V23","","04_15 a 19","1"
"18","2","R99","","09_40 a 44","3"
"58","1","P07","","01_Menor de 1 año","3"
"06","2","R99","","06_25 a 29","6"
"14","1","C69","","15_70 a 74","1"
"06","2","C73","","17_80 y más","11"
"14","1","I31","","13_60 a 64","2"
"78","1","Y34","","04_15 a 19","1"
"02","1","K74","","17_80 y más","8"
"06","1","W74","","06_25 a 29","4"
"30","2","C34","","12_55 a 59","13"
"58","2","E14","","12_55 a 59","2"
"70","2","E88","","13_60 a 64","1"
"86","1","N39","","14_65 a 69","1"
"06","1","C05","","17_80 y más","1"
"18","2","I51","","11_50 a 54","2"
"38","2","K74","","15_70 a 74","1"
"78","2","I21","","09_40 a 44","1"
"82","1","D43","","08_35 a 39","1"
"14","2","G91","","17_80 y más","1"
"90","2","C53","","15_70 a 74","5"
"30","2","J81","","13_60 a 64","1"
"70","2","D38","","17_80 y más","1"
"50","2","D70","","16_75 a 79","1"
"82","2","C23","","16_75 a 79","2"
"22","2","I24","","09_40 a 44","1"
"38","2","J80","","02_1 a 9","1"
"82","2","J81","","14_65 a 69","3"
"90","1","C85","","07_30 a 34","1"
"06","2","A05","","17_80 y más","2"
"82","1","C26","","17_80 y más","4"
"14","1","R95","","01_Menor de 1 año","1"
"14","2","I63","","15_70 a 74","1"
"78","1","I27","","14_65 a 69","1"
"30","1","Y20","","13_60 a 64","1"
"74","1","W03","","14_65 a 69","1"
"82","2","B24","","12_55 a 59","3"
"90","1","E11","","16_75 a 79","8"
"02","2","J46","","08_35 a 39","1"
"82","1","R64","","16_75 a 79","2"
"82","2","E14","","17_80 y más","115"
"06","2","M43","","15_70 a 74","1"
"02","1","J96","","12_55 a 59","8"
"06","2","R54","","99_Sin especificar","1"
"54","2","K76","","06_25 a 29","1"
"86","2","B57","","14_65 a 69","2"
"66","1","A41","","09_40 a 44","3"
"62","2","C50","","11_50 a 54","11"
"50","1","Y30","","09_40 a 44","1"
"14","2","Q20","","01_Menor de 1 año","1"
"58","2","I67","","11_50 a 54","1"
"66","1","K85","","11_50 a 54","2"
"10","1","C61","","16_75 a 79","5"
"14","2","I99","","14_65 a 69","2"
"30","1","X93","","05_20 a 24","1"
"02","1","C80","","02_1 a 9","1"
"62","1","K74","","15_70 a 74","5"
"22","2","V48","","07_30 a 34","1"
"06","1","I31","","17_80 y más","9"
"70","1","R99","","17_80 y más","5"
"82","2","C53","","06_25 a 29","4"
"86","2","X99","","07_30 a 34","2"
"02","2","Y17","","15_70 a 74","1"
"82","1","W86","","07_30 a 34","1"
"06","2","J18","","16_75 a 79","720"
"06","2","K29","","15_70 a 74","4"
"70","2","C22","","17_80 y más","1"
"86","1","K80","","07_30 a 34","1"
"14","2","K92","","14_65 a 69","14"
"38","2","E11","","17_80 y más","7"
"66","1","V24","","07_30 a 34","1"
"74","1","Q90","","13_60 a 64","1"
"06","2","I63","","11_50 a 54","4"
"06","2","K83","","08_35 a 39","1"
"06","1","R55","","15_70 a 74","1"
"14","2","R10","","10_45 a 49","1"
"50","1","I12","","16_75 a 79","6"
"82","1","C44","","16_75 a 79","2"
"86","2","W10","","14_65 a 69","1"
"02","1","R58","","17_80 y más","5"
"02","2","Q03","","05_20 a 24","1"
"50","1","M06","","16_75 a 79","1"
"86","2","J44","","16_75 a 79","6"
"06","2","C64","","99_Sin especificar","3"
"22","1","I80","","14_65 a 69","1"
