PROVRES;SEXO;CAUSA;MAT;GRUPEDAD;CUENTA
50;2;C15;NULL;17_80 y más;7
06;1;B67;NULL;16_75 a 79;1
26;2;C75;NULL;11_50 a 54;1
06;2;E46;NULL;07_30 a 34;1
14;2;C95;NULL;12_55 a 59;1
14;1;K56;NULL;13_60 a 64;1
78;1;I67;NULL;15_70 a 74;1
02;2;F20;NULL;16_75 a 79;1
54;1;C41;NULL;11_50 a 54;1
94;1;I61;NULL;08_35 a 39;1
06;9;C83;NULL;11_50 a 54;1
06;2;D26;NULL;09_40 a 44;1
02;1;J96;NULL;08_35 a 39;1
58;1;C18;NULL;14_65 a 69;8
74;1;P07;NULL;01_Menor de 1 año;3
90;2;C92;NULL;14_65 a 69;2
06;2;A09;NULL;15_70 a 74;5
18;2;I35;NULL;17_80 y más;4
34;1;C64;NULL;16_75 a 79;2
14;2;V43;NULL;14_65 a 69;1
70;1;J69;NULL;17_80 y más;6
38;2;C34;NULL;14_65 a 69;3
34;2;P22;NULL;01_Menor de 1 año;7
06;2;J96;NULL;02_1 a 9;8
22;1;C60;NULL;13_60 a 64;1
18;2;X99;NULL;14_65 a 69;1
38;1;X91;NULL;16_75 a 79;1
66;1;W79;NULL;06_25 a 29;1
90;1;J40;NULL;15_70 a 74;1
62;1;K76;NULL;11_50 a 54;2
86;1;C81;NULL;14_65 a 69;1
62;2;D68;NULL;16_75 a 79;1
82;2;B57;NULL;16_75 a 79;2
50;1;F03;NULL;16_75 a 79;6
70;2;I27;NULL;07_30 a 34;1
06;2;C39;NULL;14_65 a 69;1
06;1;C47;NULL;10_45 a 49;3
02;1;C64;NULL;12_55 a 59;10
58;1;C17;NULL;12_55 a 59;1
22;1;K57;NULL;16_75 a 79;1
14;1;A16;NULL;11_50 a 54;1
34;1;I61;NULL;14_65 a 69;8
90;1;C07;NULL;15_70 a 74;1
02;1;C16;NULL;12_55 a 59;6
18;1;R96;NULL;08_35 a 39;2
06;9;C50;NULL;15_70 a 74;3
22;2;F10;NULL;15_70 a 74;1
14;1;K55;NULL;15_70 a 74;7
46;1;E10;NULL;13_60 a 64;1
06;1;E46;NULL;13_60 a 64;1
46;1;C22;NULL;14_65 a 69;2
94;2;R99;NULL;16_75 a 79;1
90;1;X10;NULL;14_65 a 69;1
66;2;J18;NULL;15_70 a 74;9
86;1;I64;NULL;07_30 a 34;1
06;2;C85;NULL;16_75 a 79;18
62;2;I21;NULL;16_75 a 79;9
06;9;X70;NULL;05_20 a 24;1
46;1;C60;NULL;15_70 a 74;1
50;1;J86;NULL;10_45 a 49;1
70;1;I77;NULL;17_80 y más;1
18;1;C32;NULL;12_55 a 59;3
38;1;V49;NULL;08_35 a 39;1
62;1;J43;NULL;16_75 a 79;1
82;1;C92;NULL;16_75 a 79;4
50;2;C91;NULL;16_75 a 79;2
50;1;N49;NULL;08_35 a 39;1
06;1;Y21;NULL;07_30 a 34;1
30;2;C55;NULL;15_70 a 74;6
14;1;E11;NULL;15_70 a 74;39
02;2;W44;NULL;17_80 y más;2
30;1;A41;NULL;10_45 a 49;4
62;1;I21;NULL;12_55 a 59;8
78;2;C18;NULL;16_75 a 79;5
14;1;Q60;NULL;01_Menor de 1 año;3
50;1;X70;NULL;06_25 a 29;11
66;1;A41;NULL;06_25 a 29;3
06;2;U07;NULL;07_30 a 34;54
42;1;G40;NULL;17_80 y más;1
38;1;W19;NULL;09_40 a 44;1
66;2;M31;NULL;13_60 a 64;1
34;1;R99;NULL;13_60 a 64;10
82;1;Y24;NULL;17_80 y más;3
50;1;I62;NULL;15_70 a 74;1
50;2;I77;NULL;17_80 y más;2
06;2;I61;NULL;16_75 a 79;80
78;1;K81;NULL;09_40 a 44;1
14;1;C85;NULL;09_40 a 44;5
06;1;C43;NULL;17_80 y más;25
30;2;V27;NULL;10_45 a 49;1
82;2;J44;NULL;13_60 a 64;15
82;1;J98;NULL;04_15 a 19;1
50;1;G00;NULL;16_75 a 79;1
02;2;G30;NULL;17_80 y más;68
30;1;C32;NULL;17_80 y más;8
22;2;M32;NULL;09_40 a 44;1
26;1;C67;NULL;15_70 a 74;1
26;2;C16;NULL;12_55 a 59;1
66;2;G04;NULL;04_15 a 19;1
30;2;E87;NULL;17_80 y más;2
06;1;J18;NULL;01_Menor de 1 año;5
06;1;Q41;NULL;01_Menor de 1 año;2
34;1;C71;NULL;16_75 a 79;1
38;1;W84;NULL;14_65 a 69;1
06;9;J18;NULL;06_25 a 29;1
34;1;I64;NULL;15_70 a 74;6
58;2;C56;NULL;11_50 a 54;3
46;1;R99;NULL;17_80 y más;58
82;1;J80;NULL;15_70 a 74;6
82;1;Y08;NULL;09_40 a 44;1
02;1;G10;NULL;11_50 a 54;1
26;2;I64;NULL;15_70 a 74;6
66;1;I46;NULL;08_35 a 39;1
82;1;W69;NULL;06_25 a 29;1
50;2;C24;NULL;09_40 a 44;1
66;1;V02;NULL;17_80 y más;2
30;1;C64;NULL;15_70 a 74;6
22;2;C18;NULL;11_50 a 54;5
54;1;J85;NULL;17_80 y más;1
50;1;K74;NULL;12_55 a 59;12
70;2;J81;NULL;15_70 a 74;1
06;2;X70;NULL;06_25 a 29;8
54;1;V52;NULL;11_50 a 54;1
66;1;C71;NULL;03_10 a 14;1
90;2;E11;NULL;15_70 a 74;7
06;2;D35;NULL;09_40 a 44;1
14;1;E23;NULL;03_10 a 14;1
10;2;E14;NULL;17_80 y más;5
14;2;X84;NULL;17_80 y más;1
34;1;V02;NULL;09_40 a 44;1
86;1;R99;NULL;08_35 a 39;9
14;1;K59;NULL;14_65 a 69;1
46;2;I21;NULL;16_75 a 79;5
14;2;J98;NULL;15_70 a 74;2
66;2;C55;NULL;11_50 a 54;4
34;1;V88;NULL;05_20 a 24;1
50;1;I26;NULL;13_60 a 64;6
06;2;Y24;NULL;13_60 a 64;2
14;1;E14;NULL;06_25 a 29;2
34;1;C26;NULL;13_60 a 64;1
46;1;J86;NULL;17_80 y más;1
66;1;Y83;NULL;14_65 a 69;2
90;2;Q25;NULL;14_65 a 69;1
62;1;I42;NULL;14_65 a 69;3
38;2;J18;NULL;13_60 a 64;10
82;1;X95;NULL;04_15 a 19;26
62;1;I61;NULL;14_65 a 69;2
06;1;B34;NULL;02_1 a 9;1
30;1;I63;NULL;16_75 a 79;1
54;1;I61;NULL;04_15 a 19;2
02;2;D68;NULL;17_80 y más;4
02;2;M86;NULL;15_70 a 74;1
30;1;I85;NULL;16_75 a 79;1
86;1;C34;NULL;07_30 a 34;1
99;2;K81;NULL;11_50 a 54;1
62;1;I49;NULL;15_70 a 74;3
82;1;C41;NULL;15_70 a 74;1
10;2;J22;NULL;15_70 a 74;1
18;2;V23;NULL;11_50 a 54;1
86;2;I99;NULL;15_70 a 74;2
06;2;C81;NULL;16_75 a 79;5
06;1;R57;NULL;17_80 y más;25
06;1;I10;NULL;12_55 a 59;24
14;1;C41;NULL;13_60 a 64;1
14;2;C07;NULL;17_80 y más;2
30;1;C90;NULL;13_60 a 64;1
42;1;I49;NULL;17_80 y más;6
38;1;K74;NULL;17_80 y más;3
54;1;J96;NULL;11_50 a 54;1
50;2;J45;NULL;13_60 a 64;1
70;1;U07;NULL;13_60 a 64;25
30;2;E11;NULL;10_45 a 49;3
54;2;Y83;NULL;14_65 a 69;1
82;1;N18;NULL;14_65 a 69;14
66;1;G93;NULL;03_10 a 14;1
62;2;K72;NULL;16_75 a 79;2
78;1;I12;NULL;13_60 a 64;1
99;2;C50;NULL;17_80 y más;1
42;1;R57;NULL;13_60 a 64;3
22;2;I49;NULL;14_65 a 69;3
98;1;K74;NULL;13_60 a 64;1
82;2;I26;NULL;16_75 a 79;8
26;1;D46;NULL;15_70 a 74;1
06;2;C07;NULL;17_80 y más;1
30;2;G20;NULL;13_60 a 64;2
74;1;L08;NULL;15_70 a 74;2
82;2;I27;NULL;10_45 a 49;1
02;1;N18;NULL;16_75 a 79;24
70;2;E11;NULL;16_75 a 79;5
06;1;R09;NULL;14_65 a 69;6
22;1;K65;NULL;16_75 a 79;7
06;2;C43;NULL;16_75 a 79;7
99;1;E14;NULL;15_70 a 74;2
42;1;V24;NULL;07_30 a 34;1
82;1;J43;NULL;16_75 a 79;1
82;1;W17;NULL;08_35 a 39;2
02;2;I61;NULL;11_50 a 54;8
86;1;C95;NULL;13_60 a 64;3
50;1;C41;NULL;11_50 a 54;1
06;1;I61;NULL;04_15 a 19;4
14;1;Y28;NULL;04_15 a 19;2
18;1;Y26;NULL;10_45 a 49;1
50;2;C25;NULL;17_80 y más;27
90;1;J81;NULL;11_50 a 54;1
90;2;K74;NULL;11_50 a 54;1
38;1;E46;NULL;15_70 a 74;2
94;1;U07;NULL;15_70 a 74;32
82;1;I10;NULL;15_70 a 74;8
66;1;E14;NULL;13_60 a 64;25
58;1;W79;NULL;15_70 a 74;1
22;2;R96;NULL;09_40 a 44;6
34;2;C06;NULL;15_70 a 74;1
18;1;D48;NULL;13_60 a 64;1
06;1;K66;NULL;16_75 a 79;1
06;2;E27;NULL;11_50 a 54;1
46;2;K65;NULL;15_70 a 74;1
46;2;X59;NULL;05_20 a 24;1
50;1;C25;NULL;10_45 a 49;1
54;1;I10;NULL;17_80 y más;37
06;2;A49;NULL;10_45 a 49;1
22;2;Y20;NULL;06_25 a 29;2
50;1;E78;NULL;17_80 y más;1
66;2;A19;NULL;15_70 a 74;1
02;2;I21;NULL;17_80 y más;1333
06;1;N19;NULL;12_55 a 59;32
82;2;R95;NULL;01_Menor de 1 año;1
14;2;M34;NULL;13_60 a 64;1
98;2;C57;NULL;16_75 a 79;1
86;2;I80;NULL;17_80 y más;1
06;1;K70;NULL;15_70 a 74;14
34;1;K35;NULL;17_80 y más;1
30;2;R53;NULL;17_80 y más;3
50;1;I71;NULL;17_80 y más;10
06;1;V80;NULL;04_15 a 19;1
10;1;C22;NULL;17_80 y más;3
26;2;K85;NULL;16_75 a 79;1
34;1;V29;NULL;11_50 a 54;2
06;1;A04;NULL;08_35 a 39;1
06;1;J94;NULL;16_75 a 79;1
26;1;X78;NULL;15_70 a 74;1
34;2;R99;NULL;11_50 a 54;1
02;2;C54;NULL;08_35 a 39;1
34;2;K65;NULL;08_35 a 39;1
82;1;Y09;NULL;15_70 a 74;2
66;1;K70;NULL;13_60 a 64;1
06;1;D84;NULL;11_50 a 54;2
06;2;C85;NULL;05_20 a 24;1
10;2;I47;NULL;17_80 y más;2
38;2;C91;NULL;02_1 a 9;1
30;2;C80;NULL;09_40 a 44;5
14;1;W74;NULL;02_1 a 9;1
38;2;E86;NULL;16_75 a 79;1
38;1;C50;NULL;13_60 a 64;1
42;2;C55;NULL;10_45 a 49;2
06;1;C62;NULL;07_30 a 34;17
74;2;D61;NULL;13_60 a 64;1
90;2;E11;NULL;06_25 a 29;1
06;1;D45;NULL;12_55 a 59;1
06;2;D46;NULL;15_70 a 74;7
06;2;J98;NULL;99_Sin especificar;6
14;1;K70;NULL;13_60 a 64;14
70;1;A41;NULL;17_80 y más;23
02;2;I11;NULL;14_65 a 69;3
06;9;K65;NULL;12_55 a 59;1
06;1;G40;NULL;15_70 a 74;4
38;1;C16;NULL;10_45 a 49;2
54;1;E11;NULL;11_50 a 54;1
74;2;C50;NULL;15_70 a 74;9
02;2;K85;NULL;07_30 a 34;1
14;2;N04;NULL;01_Menor de 1 año;1
86;1;Y34;NULL;02_1 a 9;1
66;1;C61;NULL;05_20 a 24;1
02;2;I05;NULL;17_80 y más;3
30;2;L03;NULL;15_70 a 74;1
38;2;E84;NULL;01_Menor de 1 año;1
14;1;E11;NULL;13_60 a 64;20
82;2;R10;NULL;13_60 a 64;1
90;2;I42;NULL;12_55 a 59;1
14;2;C34;NULL;09_40 a 44;4
38;1;X31;NULL;09_40 a 44;1
06;1;J44;NULL;17_80 y más;260
18;1;C80;NULL;07_30 a 34;4
22;2;E43;NULL;06_25 a 29;1
06;2;I49;NULL;17_80 y más;849
06;1;Y24;NULL;07_30 a 34;32
06;2;C41;NULL;04_15 a 19;3
82;1;E86;NULL;14_65 a 69;1
30;1;K70;NULL;16_75 a 79;1
34;2;C56;NULL;10_45 a 49;2
06;1;I12;NULL;12_55 a 59;2
06;1;B37;NULL;01_Menor de 1 año;3
06;1;Y19;NULL;10_45 a 49;1
74;1;C62;NULL;05_20 a 24;2
70;1;I85;NULL;17_80 y más;1
14;2;C48;NULL;12_55 a 59;2
90;1;X95;NULL;04_15 a 19;2
82;1;J86;NULL;14_65 a 69;1
82;2;R10;NULL;15_70 a 74;1
66;1;G93;NULL;15_70 a 74;3
66;1;X95;NULL;06_25 a 29;1
06;9;I73;NULL;16_75 a 79;1
06;2;C76;NULL;12_55 a 59;7
18;2;I49;NULL;15_70 a 74;4
22;2;N95;NULL;15_70 a 74;1
82;2;I11;NULL;17_80 y más;130
66;2;N18;NULL;14_65 a 69;6
66;2;I33;NULL;11_50 a 54;1
70;2;N19;NULL;17_80 y más;10
14;1;V04;NULL;16_75 a 79;1
14;1;I34;NULL;17_80 y más;1
06;1;F71;NULL;07_30 a 34;1
22;2;U07;NULL;14_65 a 69;37
14;2;K83;NULL;17_80 y más;9
14;2;J43;NULL;17_80 y más;2
54;2;E14;NULL;06_25 a 29;3
02;2;I35;NULL;13_60 a 64;3
58;2;I50;NULL;17_80 y más;27
22;2;I20;NULL;13_60 a 64;1
18;1;I12;NULL;17_80 y más;1
50;1;J18;NULL;10_45 a 49;8
90;1;G20;NULL;14_65 a 69;3
14;2;Y20;NULL;14_65 a 69;2
46;2;C91;NULL;15_70 a 74;1
46;2;C17;NULL;14_65 a 69;1
70;2;R68;NULL;15_70 a 74;1
34;2;K56;NULL;16_75 a 79;1
50;1;G96;NULL;17_80 y más;1
06;2;C24;NULL;15_70 a 74;18
02;9;I26;NULL;99_Sin especificar;1
30;1;C71;NULL;09_40 a 44;1
22;2;R99;NULL;11_50 a 54;8
54;1;B24;NULL;10_45 a 49;1
90;2;I63;NULL;17_80 y más;2
06;1;G03;NULL;13_60 a 64;2
06;1;D43;NULL;04_15 a 19;2
42;1;C64;NULL;11_50 a 54;1
82;1;V53;NULL;14_65 a 69;1
70;2;J40;NULL;12_55 a 59;1
62;1;C45;NULL;13_60 a 64;1
70;1;D41;NULL;02_1 a 9;1
70;2;K31;NULL;16_75 a 79;1
58;2;I60;NULL;13_60 a 64;2
18;1;C61;NULL;15_70 a 74;17
10;1;V27;NULL;13_60 a 64;1
22;2;R57;NULL;08_35 a 39;1
14;2;N19;NULL;17_80 y más;116
82;2;C15;NULL;14_65 a 69;4
82;2;K80;NULL;17_80 y más;2
50;2;L08;NULL;14_65 a 69;1
02;1;J69;NULL;99_Sin especificar;1
82;2;I21;NULL;10_45 a 49;2
06;1;K51;NULL;13_60 a 64;1
38;2;K56;NULL;14_65 a 69;1
06;1;E10;NULL;08_35 a 39;2
06;1;E46;NULL;15_70 a 74;7
26;1;A16;NULL;12_55 a 59;1
14;2;I47;NULL;15_70 a 74;125
74;1;A41;NULL;17_80 y más;2
02;2;I49;NULL;13_60 a 64;6
70;2;F03;NULL;15_70 a 74;2
22;1;C25;NULL;15_70 a 74;3
26;1;W74;NULL;05_20 a 24;1
50;2;C76;NULL;14_65 a 69;2
66;1;A41;NULL;15_70 a 74;14
02;2;K75;NULL;17_80 y más;1
14;2;E11;NULL;04_15 a 19;1
82;2;C64;NULL;10_45 a 49;2
90;1;K92;NULL;09_40 a 44;3
90;1;F17;NULL;15_70 a 74;2
06;1;C02;NULL;06_25 a 29;1
82;2;R99;NULL;01_Menor de 1 año;4
94;1;V93;NULL;04_15 a 19;1
50;2;E44;NULL;17_80 y más;1
06;9;C71;NULL;17_80 y más;2
58;1;I64;NULL;14_65 a 69;4
58;1;Y86;NULL;09_40 a 44;1
58;1;I42;NULL;12_55 a 59;6
18;2;W69;NULL;03_10 a 14;2
66;2;I21;NULL;12_55 a 59;5
70;1;C62;NULL;10_45 a 49;1
90;2;K72;NULL;15_70 a 74;3
06;2;C51;NULL;17_80 y más;21
06;9;D43;NULL;17_80 y más;3
14;1;G31;NULL;11_50 a 54;1
14;1;C41;NULL;15_70 a 74;2
18;1;J96;NULL;13_60 a 64;2
02;1;G41;NULL;17_80 y más;3
66;1;K75;NULL;07_30 a 34;1
90;1;J93;NULL;11_50 a 54;1
14;2;C24;NULL;15_70 a 74;6
38;2;N39;NULL;11_50 a 54;1
66;2;Q87;NULL;01_Menor de 1 año;1
22;1;I64;NULL;10_45 a 49;1
14;2;N18;NULL;16_75 a 79;13
18;2;I63;NULL;16_75 a 79;1
18;9;K40;NULL;17_80 y más;1
06;1;D42;NULL;11_50 a 54;1
50;1;J85;NULL;17_80 y más;1
30;1;E16;NULL;11_50 a 54;1
82;2;I67;NULL;08_35 a 39;2
94;1;E66;NULL;16_75 a 79;1
06;9;C44;NULL;17_80 y más;2
14;1;Q25;NULL;01_Menor de 1 año;3
78;2;I21;NULL;11_50 a 54;1
42;1;K56;NULL;17_80 y más;3
06;1;E66;NULL;13_60 a 64;4
06;9;N39;NULL;17_80 y más;18
30;1;C74;NULL;13_60 a 64;1
82;1;I64;NULL;11_50 a 54;7
50;1;Y34;NULL;14_65 a 69;4
06;2;B24;NULL;06_25 a 29;2
54;1;C38;NULL;05_20 a 24;1
70;1;V09;NULL;16_75 a 79;1
62;1;K65;NULL;14_65 a 69;1
06;1;K80;NULL;12_55 a 59;2
22;1;E46;NULL;15_70 a 74;3
18;1;I10;NULL;11_50 a 54;2
62;2;D46;NULL;17_80 y más;3
50;1;B44;NULL;16_75 a 79;1
22;2;G93;NULL;02_1 a 9;1
26;2;C22;NULL;15_70 a 74;2
50;1;I21;NULL;14_65 a 69;61
22;1;C38;NULL;15_70 a 74;1
86;2;J84;NULL;13_60 a 64;2
74;1;C71;NULL;15_70 a 74;3
50;1;C91;NULL;14_65 a 69;1
06;1;B24;NULL;11_50 a 54;22
22;1;K72;NULL;13_60 a 64;2
38;2;N18;NULL;14_65 a 69;6
02;2;M72;NULL;17_80 y más;1
06;9;I47;NULL;99_Sin especificar;3
14;1;C02;NULL;13_60 a 64;1
86;2;J80;NULL;14_65 a 69;1
06;1;C92;NULL;10_45 a 49;8
14;1;Y20;NULL;05_20 a 24;27
74;1;G80;NULL;02_1 a 9;1
82;1;C81;NULL;12_55 a 59;2
54;1;I50;NULL;16_75 a 79;1
06;1;G80;NULL;17_80 y más;1
82;2;C43;NULL;16_75 a 79;1
86;1;I71;NULL;13_60 a 64;2
50;1;D43;NULL;02_1 a 9;1
66;1;K81;NULL;17_80 y más;1
06;1;C23;NULL;08_35 a 39;1
58;2;I49;NULL;12_55 a 59;1
22;2;I24;NULL;17_80 y más;1
26;2;C53;NULL;10_45 a 49;5
46;1;C49;NULL;16_75 a 79;1
99;1;X59;NULL;17_80 y más;1
38;2;V44;NULL;06_25 a 29;1
06;1;Y21;NULL;09_40 a 44;4
30;2;M32;NULL;04_15 a 19;1
82;1;C07;NULL;15_70 a 74;1
86;1;X95;NULL;05_20 a 24;1
66;2;C85;NULL;12_55 a 59;2
18;1;R99;NULL;02_1 a 9;4
86;1;N28;NULL;17_80 y más;1
30;2;N19;NULL;16_75 a 79;4
86;1;I49;NULL;17_80 y más;8
38;1;I69;NULL;17_80 y más;5
74;2;C95;NULL;14_65 a 69;1
06;1;C80;NULL;15_70 a 74;131
22;2;X95;NULL;06_25 a 29;1
82;2;R96;NULL;14_65 a 69;15
18;1;B24;NULL;08_35 a 39;2
82;2;Q21;NULL;07_30 a 34;1
06;1;K74;NULL;06_25 a 29;1
06;1;E86;NULL;15_70 a 74;20
14;1;I60;NULL;11_50 a 54;7
38;1;V48;NULL;12_55 a 59;1
38;2;V43;NULL;09_40 a 44;1
90;1;D61;NULL;15_70 a 74;1
10;1;K55;NULL;16_75 a 79;1
14;2;C49;NULL;04_15 a 19;1
50;1;R68;NULL;15_70 a 74;6
30;1;I10;NULL;13_60 a 64;4
30;2;I50;NULL;11_50 a 54;2
38;2;J90;NULL;16_75 a 79;2
06;2;I60;NULL;11_50 a 54;17
58;2;X33;NULL;03_10 a 14;1
38;1;C20;NULL;16_75 a 79;1
06;1;K85;NULL;13_60 a 64;12
06;9;I42;NULL;13_60 a 64;1
14;2;U07;NULL;08_35 a 39;6
74;1;Y34;NULL;05_20 a 24;1
06;1;L90;NULL;17_80 y más;12
54;2;J96;NULL;06_25 a 29;1
82;1;I51;NULL;16_75 a 79;11
90;1;X74;NULL;14_65 a 69;1
70;2;I64;NULL;17_80 y más;46
66;2;M34;NULL;11_50 a 54;1
06;2;O88;M;06_25 a 29;1
30;1;P25;NULL;01_Menor de 1 año;1
14;2;C53;NULL;08_35 a 39;8
18;1;M60;NULL;15_70 a 74;1
54;2;Q43;NULL;10_45 a 49;1
86;1;I21;NULL;15_70 a 74;15
66;2;A19;NULL;13_60 a 64;1
70;1;V24;NULL;13_60 a 64;1
18;2;N12;NULL;16_75 a 79;1
70;2;I61;NULL;14_65 a 69;6
62;1;C41;NULL;16_75 a 79;1
90;1;N17;NULL;16_75 a 79;3
06;9;C80;NULL;10_45 a 49;1
70;1;P07;NULL;01_Menor de 1 año;14
22;1;K74;NULL;11_50 a 54;8
02;2;E85;NULL;17_80 y más;1
10;2;J18;NULL;16_75 a 79;6
94;2;N39;NULL;15_70 a 74;3
22;2;D64;NULL;15_70 a 74;1
82;1;C02;NULL;13_60 a 64;3
90;1;C25;NULL;17_80 y más;13
26;1;C62;NULL;15_70 a 74;1
02;1;F03;NULL;16_75 a 79;4
18;1;K70;NULL;14_65 a 69;1
34;2;C55;NULL;07_30 a 34;2
99;1;E14;NULL;13_60 a 64;1
54;2;O06;M;09_40 a 44;1
82;2;C19;NULL;14_65 a 69;2
50;2;G40;NULL;15_70 a 74;2
66;2;C71;NULL;11_50 a 54;1
90;1;K85;NULL;11_50 a 54;1
82;1;I12;NULL;99_Sin especificar;1
22;2;C76;NULL;16_75 a 79;1
22;1;V20;NULL;09_40 a 44;1
34;2;C16;NULL;09_40 a 44;2
02;2;I64;NULL;15_70 a 74;6
86;1;E10;NULL;17_80 y más;1
02;2;C81;NULL;17_80 y más;1
26;2;J44;NULL;16_75 a 79;2
62;2;C34;NULL;09_40 a 44;1
22;2;X59;NULL;13_60 a 64;2
34;2;A09;NULL;13_60 a 64;1
34;1;C25;NULL;15_70 a 74;4
38;1;A41;NULL;02_1 a 9;1
62;2;R68;NULL;15_70 a 74;1
06;1;I70;NULL;17_80 y más;33
38;2;B24;NULL;07_30 a 34;1
82;1;I26;NULL;14_65 a 69;7
30;1;B57;NULL;16_75 a 79;1
82;1;I10;NULL;13_60 a 64;8
06;1;K72;NULL;17_80 y más;23
38;2;R57;NULL;10_45 a 49;1
06;1;X70;NULL;09_40 a 44;33
26;2;C25;NULL;09_40 a 44;1
74;2;I60;NULL;06_25 a 29;1
98;2;I67;NULL;14_65 a 69;1
02;1;C93;NULL;12_55 a 59;2
18;1;C64;NULL;14_65 a 69;7
18;1;K25;NULL;12_55 a 59;1
66;1;I46;NULL;16_75 a 79;27
90;2;X70;NULL;10_45 a 49;1
06;1;I10;NULL;09_40 a 44;8
22;2;I51;NULL;13_60 a 64;2
74;2;B57;NULL;16_75 a 79;1
06;1;M86;NULL;13_60 a 64;2
42;2;K92;NULL;17_80 y más;7
82;2;P29;NULL;01_Menor de 1 año;9
50;2;M32;NULL;05_20 a 24;1
62;1;P22;NULL;01_Menor de 1 año;4
42;1;X70;NULL;05_20 a 24;5
42;2;O99;M;08_35 a 39;1
62;1;K85;NULL;08_35 a 39;1
62;2;N12;NULL;16_75 a 79;1
02;1;C95;NULL;15_70 a 74;1
66;2;C23;NULL;11_50 a 54;4
86;2;K74;NULL;14_65 a 69;7
06;1;D59;NULL;15_70 a 74;2
26;1;K56;NULL;17_80 y más;5
62;1;I26;NULL;09_40 a 44;1
86;1;W19;NULL;15_70 a 74;1
10;1;X67;NULL;09_40 a 44;1
14;2;N92;NULL;08_35 a 39;1
38;1;N17;NULL;08_35 a 39;1
62;2;C64;NULL;16_75 a 79;1
06;1;A17;NULL;12_55 a 59;1
06;1;I31;NULL;12_55 a 59;2
14;1;X95;NULL;11_50 a 54;1
90;1;F10;NULL;15_70 a 74;1
06;2;B24;NULL;11_50 a 54;8
30;2;N18;NULL;12_55 a 59;1
06;1;C16;NULL;06_25 a 29;1
22;2;I48;NULL;10_45 a 49;1
38;2;M32;NULL;08_35 a 39;1
58;2;C54;NULL;15_70 a 74;1
26;1;U07;NULL;16_75 a 79;43
82;1;G70;NULL;17_80 y más;3
86;2;N18;NULL;15_70 a 74;4
90;1;C16;NULL;17_80 y más;7
70;2;N81;NULL;14_65 a 69;1
02;1;E88;NULL;01_Menor de 1 año;1
34;1;C25;NULL;13_60 a 64;3
06;1;C22;NULL;16_75 a 79;65
90;1;I21;NULL;17_80 y más;76
06;1;C81;NULL;07_30 a 34;1
30;2;C56;NULL;11_50 a 54;3
14;2;B23;NULL;09_40 a 44;2
18;2;C06;NULL;17_80 y más;2
02;2;K76;NULL;14_65 a 69;1
34;1;I49;NULL;06_25 a 29;1
38;1;R57;NULL;16_75 a 79;3
50;1;I44;NULL;15_70 a 74;1
66;2;E14;NULL;12_55 a 59;16
14;1;I47;NULL;09_40 a 44;5
54;1;K41;NULL;17_80 y más;1
02;1;Y20;NULL;05_20 a 24;6
02;2;P77;NULL;01_Menor de 1 año;3
26;2;I63;NULL;14_65 a 69;3
14;1;B20;NULL;12_55 a 59;1
34;9;I10;NULL;17_80 y más;1
38;2;E11;NULL;12_55 a 59;1
54;2;V43;NULL;12_55 a 59;1
50;1;K80;NULL;15_70 a 74;1
90;1;X70;NULL;16_75 a 79;3
06;1;Y34;NULL;07_30 a 34;60
18;1;C34;NULL;17_80 y más;10
42;1;R57;NULL;11_50 a 54;2
82;1;R96;NULL;14_65 a 69;28
82;1;I38;NULL;06_25 a 29;1
70;2;C68;NULL;14_65 a 69;1
90;1;C25;NULL;16_75 a 79;12
02;2;W84;NULL;15_70 a 74;1
98;2;J69;NULL;17_80 y más;1
06;1;K55;NULL;09_40 a 44;1
22;2;C64;NULL;10_45 a 49;1
54;1;G91;NULL;15_70 a 74;1
50;1;G30;NULL;15_70 a 74;2
70;2;P21;NULL;01_Menor de 1 año;3
14;2;C43;NULL;17_80 y más;4
14;1;C49;NULL;14_65 a 69;2
18;1;D48;NULL;15_70 a 74;3
10;1;Y83;NULL;12_55 a 59;1
34;1;R99;NULL;06_25 a 29;2
82;2;N07;NULL;15_70 a 74;1
90;1;C50;NULL;12_55 a 59;1
02;2;J18;NULL;17_80 y más;1235
82;2;K65;NULL;10_45 a 49;4
50;2;C92;NULL;17_80 y más;3
50;1;Y00;NULL;11_50 a 54;2
70;1;X70;NULL;11_50 a 54;2
90;2;M72;NULL;14_65 a 69;1
06;2;C49;NULL;09_40 a 44;2
26;2;L08;NULL;14_65 a 69;1
14;1;E46;NULL;13_60 a 64;1
86;2;V89;NULL;12_55 a 59;2
02;2;C43;NULL;17_80 y más;8
18;1;X99;NULL;08_35 a 39;2
14;2;Q79;NULL;01_Menor de 1 año;2
14;1;I47;NULL;11_50 a 54;16
14;2;I60;NULL;09_40 a 44;3
14;1;C95;NULL;15_70 a 74;3
38;1;U07;NULL;10_45 a 49;36
82;1;V64;NULL;10_45 a 49;1
50;1;K72;NULL;16_75 a 79;7
18;1;E84;NULL;16_75 a 79;1
54;2;C76;NULL;17_80 y más;1
82;1;K55;NULL;17_80 y más;7
06;9;C18;NULL;06_25 a 29;1
58;2;U07;NULL;11_50 a 54;18
14;1;K31;NULL;13_60 a 64;1
38;1;N49;NULL;14_65 a 69;1
62;2;I47;NULL;15_70 a 74;1
82;2;D68;NULL;06_25 a 29;1
86;2;C80;NULL;15_70 a 74;8
50;1;K72;NULL;17_80 y más;1
